sample,sex,age,cg02221805,cg12479674,cg23704082,cg07553761,cg10273210,cg11614451,cg11075316,cg25113081,cg15618978,cg08816037,cg19996272,cg04008429,cg01459132,cg14931304,cg26433838,cg26856080,cg02095937
GSM2333929,1,38,,0.02220573,0.05302225,0.24649829,0.08569284,0.04138456,0.03299193,0.91120479,0.26826981,0.03489887,,0.01476866,0.13931127,0.01539095,0.12006728,0.01936363,0.00000000
GSM2333930,1,64,,0.01888314,0.03684291,0.33516776,0.08152923,0.03418146,0.02716391,0.92788251,0.29355522,0.02622297,,0.01333341,0.04870074,0.01441543,0.12274188,0.01912578,0.12554413
GSM2333931,1,68,,0.01844253,0.04772125,0.32309984,0.08186367,0.03919285,0.03246315,0.92706971,0.33301618,0.03235629,,0.01298906,0.06628960,0.01151622,0.10491205,0.01837162,0.11740317
GSM2333932,1,45,,0.02071063,0.04881066,0.25663780,0.07895270,0.03833921,0.04001079,0.90664153,0.24290693,0.02593295,,0.01450075,0.06554327,0.01211944,0.11762149,0.01914857,0.00000000
GSM2333933,0,80,,0.02114710,0.04807696,0.34529786,0.07827821,0.04154217,0.03300973,0.88313921,0.34516286,0.02273563,,0.01341905,0.07980396,0.01414134,0.11223460,0.01794856,0.00000000
GSM2333934,1,46,,0.01983346,0.05568756,0.24688087,0.07105712,0.04539926,0.04109300,0.87851305,0.22357980,0.03136035,,0.01284084,0.08635956,0.01778830,0.13621073,0.01814940,0.00000000
GSM2333935,0,82,,0.02161772,0.05102004,0.30506219,0.06531975,0.04610351,0.03557164,0.89560679,0.22577839,0.03006946,,0.01362670,0.06361623,0.01820192,0.14271110,0.02124477,0.13350950
GSM2333936,1,58,,0.02267752,0.05207188,0.25882699,0.07225384,0.04038974,0.02818672,0.90955597,0.22156187,0.03592771,,0.01435918,0.08766141,0.01583526,0.15375254,0.01585922,0.00000000
GSM2333937,1,69,,0.02055718,0.03399557,0.28440530,0.07819975,0.04327650,0.02452285,0.89307864,0.34202583,0.02870024,,0.01347672,0.06583610,0.01304800,0.13576590,0.01904350,0.11782793
GSM2333938,1,23,,0.01756966,0.04305727,0.18615209,0.08559929,0.03538900,0.03324363,0.91949364,0.17100252,0.02696518,,0.01310010,0.07098741,0.01254803,0.12189016,0.01614054,0.00000000
GSM2333939,1,59,,0.01955466,0.03964428,0.31382219,0.08149341,0.03403810,0.04292481,0.90721059,0.25790504,0.03970850,,0.01369334,0.07411350,0.01279919,0.14183332,0.01703288,0.00000000
GSM2333940,0,79,,0.01640857,0.05286444,0.34071763,0.06450055,0.03856623,0.03729590,0.91251633,0.24790924,0.02283041,,0.01415822,0.07645049,0.01146315,0.10216433,0.01604751,0.13836592
GSM2333941,0,66,,0.02140567,0.05201750,0.40084277,0.06975550,0.03964849,0.03812084,0.92015235,0.34415657,0.03032879,,0.01580672,0.05862280,0.01377489,0.11901075,0.01939651,0.12574065
GSM2333942,1,71,,0.02123532,0.04707120,0.35530048,0.07828630,0.04720910,0.04447238,0.86658021,0.34656412,0.03131108,,0.01286433,0.07055125,0.01529637,0.10813308,0.02074882,0.00000000
GSM2333943,1,55,,0.01972869,0.04394900,0.27560696,0.06019063,0.03926258,0.03258154,0.89041737,0.24516981,0.03016996,,0.01196572,0.08161663,0.01402591,0.14877152,0.01648645,0.00000000
GSM2333944,0,62,,0.01708725,0.04474845,0.29563782,0.07854624,0.04113001,0.03302114,0.88151607,0.29529800,0.02586256,,0.01464877,0.06563076,0.01307384,0.09938286,0.01963105,0.00000000
GSM2333945,1,57,,0.02328820,0.04964476,0.27730451,0.08394226,0.03701205,0.03345023,0.00000000,0.22190776,0.03340341,,0.01514062,0.10310921,0.01689510,0.13026582,0.02225237,0.00000000
GSM2333946,1,50,,0.02368045,0.04461788,0.27953320,0.08105427,0.02729006,0.03072758,0.90859519,0.30291852,0.03409855,,0.01603392,0.09668998,0.01560121,0.12170303,0.01880572,0.13665255
GSM2333947,0,48,,0.01644426,0.03728987,0.25125144,0.05512241,0.02706515,0.02637934,0.00000000,0.13835236,0.03417508,,0.01173903,0.07343577,0.01161370,0.11601424,0.01621091,0.00000000
GSM2333948,0,39,,0.01688373,0.04224231,0.22501466,0.05424965,0.03056525,0.03055888,0.90139102,0.13764783,0.01882942,,0.01492892,0.05989935,0.00992215,0.13286549,0.01483906,0.00000000
GSM2333949,1,81,,0.02012323,0.04302329,0.35479326,0.07500511,0.04097636,0.02932763,0.89141355,0.23553495,0.03048473,,0.01392810,0.08015328,0.01936886,0.11037573,0.02023272,0.00000000
GSM2333950,0,81,,0.01949876,0.04715447,0.43151113,0.06029148,0.03619328,0.02616229,0.89140835,0.40622366,0.03390464,,0.01463171,0.07915513,0.01523465,0.13440591,0.01850287,0.00000000
GSM2333951,1,91,,0.02309654,0.05343084,0.37988607,0.06321801,0.03288063,0.03668294,0.88685563,0.28216305,0.03002076,,0.01334967,0.08107218,0.01616516,0.13267263,0.01853120,0.00000000
GSM2333952,1,15,,0.01554259,0.04013902,0.15284023,0.06383506,0.04217180,0.02772876,0.89670806,0.16312454,0.03571027,,0.01302628,0.05580901,0.01141290,0.12543349,0.01719256,0.00000000
GSM2333953,1,57,,0.02345033,0.06194221,0.26783827,0.07469348,0.04006737,0.03574651,0.89407852,0.23799070,0.03303273,,0.01803403,0.06121403,0.01415385,0.10819538,0.02148258,0.00000000
GSM2333954,1,45,,0.01769465,0.04559789,0.27977864,0.06804723,0.04353838,0.03236609,0.90924241,0.28194699,0.03500029,,0.01388746,0.05849786,0.01507268,0.14068221,0.01502184,0.00000000
GSM2333955,0,45,,0.02190487,0.04371046,0.25992060,0.07955661,0.04628051,0.04080117,0.92013421,0.24734577,0.03609559,,0.01859985,0.07229699,0.01446905,0.08618728,0.02084624,0.12493265
GSM2333956,0,28,,0.01880122,0.05587188,0.20856895,0.07805746,0.04710392,0.03181043,0.90556212,0.20597050,0.03200053,,0.01339453,0.06955958,0.01335036,0.12139423,0.01646580,0.00000000
GSM2333957,1,37,,0.01926932,0.04830656,0.25611733,0.06643487,0.04610435,0.03751509,0.92773082,0.21399433,0.02788312,,0.01315064,0.06833028,0.01414230,0.11883947,0.01669321,0.10468773
GSM2333958,0,69,,0.02385079,0.04305710,0.32673450,0.08028782,0.04001334,0.14355928,0.87494772,0.29178190,0.03374980,,0.01536383,0.08489341,0.01300422,0.15105044,0.01968847,0.11266782
GSM2333959,0,25,,0.01730794,0.04060319,0.21534193,0.05869875,0.04760566,0.03892716,0.90060916,0.18710192,0.02183212,,0.01374637,0.05790286,0.01317589,0.12507693,0.01930708,0.00000000
GSM2333960,1,66,,0.02584348,0.04189474,0.31205659,0.07079162,0.03354449,0.02953768,0.91996707,0.26697670,0.03120249,,0.01392089,0.05693940,0.01143979,0.13002937,0.01653643,0.00000000
GSM2333961,1,22,,0.01939376,0.04214882,0.24275090,0.06956962,0.04271409,0.03191676,0.90032097,0.21134131,0.03996104,,0.01278565,0.07669719,0.01459098,0.10928824,0.01670094,0.00000000
GSM2333962,0,23,,0.01836387,0.03734633,0.14714821,0.07059277,0.03824957,0.03677857,0.92328674,0.13018779,0.03930157,,0.01379230,0.05187971,0.01376299,0.11725379,0.01728862,0.11748476
GSM2333963,0,17,,0.02091035,0.05483184,0.15962234,0.07896434,0.05339751,0.03018664,0.89490496,0.20248830,0.03783490,,0.01397355,0.06092188,0.01441215,0.12239790,0.01945213,0.00000000
GSM2333964,0,17,,0.02350680,0.05078423,0.17998766,0.07070150,0.04035020,0.03997536,0.91086383,0.17478208,0.02896206,,0.01500544,0.06378637,0.01447066,0.12168045,0.01725301,0.13195117
GSM2333965,0,21,,0.02134783,0.05238134,0.18673061,0.08153083,0.04859808,0.03445070,0.85415632,0.16227219,0.02995205,,0.01352835,0.07828214,0.01285948,0.12123904,0.01905304,0.00000000
GSM2333966,0,82,,0.02118376,0.05084836,0.41553217,0.06768517,0.04784071,0.03027906,0.92484318,0.28362563,0.02413026,,0.01313924,0.07469806,0.01495721,0.08196068,0.01821854,0.12327076
GSM2333967,1,62,,0.02172477,0.05680065,0.29780701,0.07775575,0.03783828,0.03129540,0.92362567,0.24112956,0.03492717,,0.01639389,0.07111815,0.01474620,0.15228683,0.01981842,0.13071813
GSM2333968,0,68,,0.01724135,0.04245617,0.36664087,0.05926931,0.03347286,0.03484743,0.89455247,0.42104973,0.03698073,,0.01685727,0.06842573,0.01190446,0.11651219,0.01567146,0.00000000
GSM2333969,0,45,,0.02034201,0.05661471,0.27783136,0.07945776,0.04200725,0.04277210,0.87907809,0.23933130,0.02863438,,0.01340864,0.05438244,0.01358849,0.10673511,0.01519349,0.00000000
GSM2333970,0,42,,0.02110497,0.05558703,0.16315607,0.08805756,0.06018557,0.03661042,0.90316322,0.12038494,0.03490282,,0.01582512,0.07030204,0.01472607,0.13042885,0.01824717,0.00000000
GSM2333971,0,68,,0.02547806,0.04930224,0.38405792,0.07075379,0.04425752,0.03119939,0.87518842,0.30311803,0.03963107,,0.01685845,0.09586363,0.02019549,0.16183525,0.02056386,0.00000000
GSM2333972,1,40,,0.02222347,0.05098294,0.23093500,0.06738644,0.03146773,0.03530187,0.89341668,0.22792220,0.04347777,,0.01961231,0.07895659,0.01507714,0.14859116,0.01995780,0.00000000
GSM2333973,0,44,,0.02581704,0.04693983,0.23759097,0.07441669,0.03659494,0.03314806,0.86541838,0.18425292,0.03183275,,0.01534260,0.07889081,0.01692460,0.08335825,0.01865385,0.00000000
GSM2333974,1,22,,0.02289798,0.06127769,0.12048679,0.07740253,0.05346775,0.03507037,0.89993203,0.07005552,0.03486582,,0.01363446,0.08370614,0.01358192,0.12862680,0.02001848,0.00000000
GSM2333975,0,23,,0.01635298,0.04417359,0.17768795,0.06730578,0.03410640,0.02373206,0.91337571,0.17501211,0.02872001,,0.01138733,0.06585094,0.01209438,0.12537968,0.01654352,0.00000000
GSM2333976,1,25,,0.01931546,0.06465595,0.19958650,0.07642425,0.03485387,0.04554932,0.89117322,0.22689084,0.04791569,,0.01512886,0.09328271,0.01836023,0.13425312,0.01813583,0.00000000
GSM2333977,1,45,,0.02082313,0.03606744,0.25765399,0.07024874,0.03922821,0.03308068,0.90719253,0.24529180,0.03470897,,0.01449269,0.06404330,0.01359211,0.12716979,0.01894994,0.13206705
GSM2333978,0,40,,0.02253804,0.03976326,0.26371779,0.06248231,0.03003785,0.03337382,0.89669113,0.23850469,0.03874499,,0.01460452,0.11419087,0.01555420,0.14695678,0.01931561,0.00000000
GSM2333979,1,81,,0.02060116,0.05913084,0.40074675,0.08120262,0.03544854,0.02920784,0.87394150,0.39112460,0.03601704,,0.01590630,0.09663833,0.01714112,0.14390054,0.02094281,0.00000000
GSM2333980,1,32,,0.01970581,0.06075720,0.22236477,0.06375776,0.03371823,0.03305883,0.91271877,0.17350370,0.03306111,,0.01514913,0.07614536,0.01386506,0.11450345,0.01792859,0.14534597
GSM2333981,1,28,,0.02104063,0.04792615,0.17093813,0.07650716,0.03254461,0.03151153,0.91051547,0.15241874,0.03131962,,0.01340933,0.07856381,0.01508356,0.13302095,0.01943416,0.00000000
GSM2333982,1,19,,0.01854126,0.04859223,0.20179226,0.05766647,0.05019735,0.03695992,0.93254993,0.17555826,0.03169159,,0.01433573,0.05627467,0.01309492,0.11928078,0.01698567,0.07852271
GSM2333983,1,16,,0.01901627,0.04765916,0.20456004,0.10223713,0.04096271,0.03268990,0.93485300,0.21527864,0.03249667,,0.01476280,0.05380537,0.01329665,0.10902984,0.01698484,0.14315476
GSM2333984,1,18,,0.01906545,0.03982402,0.15949875,0.07531911,0.05444101,0.03181010,0.90887258,0.14186075,0.03267712,,0.01247140,0.06334363,0.01191710,0.11780018,0.01893666,0.12262935
GSM2333985,0,19,,0.02023952,0.06150298,0.20988290,0.09237412,0.04851374,0.03098662,0.92941778,0.20967902,0.02802142,,0.01792033,0.06319795,0.01323293,0.12793337,0.01881984,0.15702565
GSM2333986,1,18,,0.02071259,0.05721033,0.21011608,0.07673147,0.04598442,0.04206132,0.88866096,0.25347970,0.04881302,,0.01354692,0.05582041,0.01506538,0.13307825,0.02208628,0.13343477
GSM2333987,0,18,,0.02149255,0.04776250,0.18801520,0.08255817,0.04740289,0.03323804,0.00000000,0.18022354,0.03184215,,0.01668891,0.09366190,0.01484534,0.12654800,0.01983992,0.00000000
GSM2333988,1,18,,0.01974693,0.05531955,0.18784041,0.08244398,0.06218146,0.03854423,0.86889107,0.17968817,0.02938200,,0.01365840,0.07032168,0.01457773,0.11847252,0.02181535,0.12805538
GSM2333989,0,18,,0.02009672,0.05938859,0.19097738,0.08931624,0.04643174,0.04389690,0.92378440,0.15617481,0.03868978,,0.01563255,0.05772129,0.01258362,0.14073781,0.01842474,0.11167712
GSM2333990,1,17,,0.02516194,0.05382118,0.16886105,0.08175397,0.04169644,0.04175573,0.92827682,0.15702590,0.03454176,,0.01378679,0.05749244,0.01598846,0.14125208,0.01995255,0.11826155
GSM2333991,1,82,,0.01958679,0.04774745,0.45280996,0.08405049,0.03371845,0.03528858,0.91213633,0.36325961,0.05796282,,0.01722284,0.09105576,0.01373178,0.12504892,0.01813760,0.00000000
GSM2333992,1,35,,0.01873554,0.04774956,0.24221157,0.06353341,0.04472466,0.03278305,0.92966073,0.23520562,0.03762258,,0.01766345,0.06174096,0.01303879,0.13136475,0.01712555,0.10695512
GSM2333993,1,39,,0.02418718,0.04836436,0.21810405,0.06737825,0.03318760,0.03181673,0.93030720,0.16558164,0.03240756,,0.01549391,0.06984423,0.01632273,0.11560039,0.01653688,0.00000000
GSM2333994,1,49,,0.01582085,0.04835611,0.33764126,0.06748799,0.04395553,0.03482570,0.91838968,0.28793995,0.02994119,,0.01420190,0.11944009,0.01104379,0.12598409,0.01953609,0.14814194
GSM2333995,0,45,,0.02451161,0.05711082,0.26643780,0.07696005,0.05018492,0.03997534,0.89437097,0.22463088,0.02829669,,0.01718028,0.07394253,0.01566081,0.11885118,0.02136152,0.14221941
GSM2333996,1,42,,0.01973589,0.04728264,0.23823463,0.06831414,0.04709694,0.04257295,0.91989127,0.22885132,0.02930783,,0.01528626,0.06814870,0.01382640,0.10487748,0.01788610,0.14615382
GSM2333997,0,18,,0.02136502,0.05375194,0.16274559,0.08401335,0.05076527,0.03480610,0.91571027,0.12877485,0.03484715,,0.01639846,0.08568346,0.01543752,0.09650866,0.02074168,0.09344416
GSM2333998,1,32,,0.02038136,0.04554328,0.19642601,0.07788268,0.04253201,0.03570374,0.87202691,0.19323865,0.03686951,,0.01819203,0.07043986,0.01556696,0.13161828,0.01754286,0.00000000
GSM2333999,0,18,,0.02490733,0.05044495,0.12466671,0.08474369,0.03554597,0.04555963,0.91277862,0.10020935,0.03757332,,0.01893475,0.07972893,0.01633380,0.12967089,0.02097822,0.14302821
GSM2334000,1,40,,0.02322933,0.05981684,0.25115266,0.08340790,0.04782436,0.03386768,0.90281305,0.18258353,0.04183439,,0.01441900,0.08417456,0.01432950,0.12500536,0.01760419,0.12696464
GSM2334001,1,43,,0.01968726,0.05026021,0.27353066,0.09833144,0.04955807,0.03469832,0.92276874,0.26149081,0.03507781,,0.01399080,0.06392206,0.01303329,0.10626120,0.02049744,0.09982830
GSM2334002,1,44,,0.01801108,0.05192610,0.24317013,0.08072636,0.03711705,0.03087672,0.92777639,0.28574201,0.03333635,,0.01332182,0.04678877,0.01282730,0.11026718,0.01759022,0.11601415
GSM2334003,0,46,,0.02150935,0.04891601,0.30932015,0.07033990,0.04161262,0.03924722,0.93126260,0.27686913,0.03191587,,0.01489549,0.06262967,0.01235377,0.11526220,0.02156289,0.10300419
GSM2334004,1,79,,0.02433364,0.07294241,0.52610419,0.08270001,0.02996941,0.02770474,0.90359171,0.68160614,0.02858978,,0.01180243,0.11155077,0.01750084,0.07913648,0.02116844,0.12332640
GSM2334005,0,71,,0.02371776,0.05498592,0.32495217,0.06408513,0.04128552,0.03008439,0.89781433,0.28627976,0.02817399,,0.01217530,0.09252630,0.01322166,0.07854420,0.02325502,0.12188448
GSM2334007,1,68,,0.01696645,0.05643783,0.34525601,0.07736581,0.03516793,0.02972204,0.83850471,0.30314852,0.03830383,,0.01546296,0.07318382,0.01430539,0.11857179,0.01780189,0.00000000
GSM2334008,0,41,,0.02055125,0.04616391,0.23240232,0.08151030,0.03457177,0.03576041,0.88873173,0.20883967,0.03495936,,0.01525384,0.07268809,0.01519374,0.11484895,0.02035024,0.00000000
GSM2334009,1,62,,0.01861080,0.04607096,0.29061491,0.06512477,0.04028153,0.03012235,0.92084075,0.20624396,0.02087875,,0.01247939,0.05586152,0.01001105,0.11605691,0.01316172,0.00000000
GSM2334010,1,47,,0.02165506,0.05850697,0.26192897,0.07383027,0.04638408,0.03389484,0.92046978,0.24196573,0.03166932,,0.01292207,0.06318348,0.01494459,0.13835501,0.01882890,0.11455493
GSM2334012,0,51,,0.01530009,0.03235205,0.28327845,0.06721307,0.04259652,0.02286205,0.91328378,0.31457330,0.02568142,,0.01343867,0.05656575,0.01365824,0.12419659,0.01451631,0.00000000
GSM2334013,0,53,,0.02205393,0.05071819,0.27552985,0.08182775,0.02786650,0.04033685,0.87509532,0.24703243,0.03553988,,0.01665563,0.13990006,0.01576602,0.10789770,0.02521493,0.00000000
GSM2334014,0,79,,0.02233731,0.04646367,0.45046165,0.07534942,0.03405218,0.03049354,0.89939633,0.37490724,0.04933525,,0.01397425,0.08867986,0.01367619,0.12792780,0.01743641,0.00000000
GSM2334016,1,68,,0.01910999,0.05219908,0.32570195,0.06264488,0.03247932,0.03303241,0.86268456,0.25811454,0.04149452,,0.01543728,0.06616134,0.01785433,0.09574309,0.02000290,0.00000000
GSM2334017,0,50,,0.02129197,0.04510446,0.22974257,0.07686937,0.03944548,0.03222402,0.91016794,0.16959725,0.03887368,,0.01686174,0.07408927,0.01349720,0.11771532,0.01788227,0.00000000
GSM2334021,1,55,,0.01823218,0.03952822,0.26632505,0.08075380,0.03396880,0.02574528,0.87597258,0.21106526,0.02936643,,0.01531521,0.07709637,0.01421877,0.12352020,0.02097605,0.00000000
GSM2334022,1,22,,0.02170969,0.04516568,0.17150094,0.07919045,0.04570686,0.03471833,0.91152987,0.12874491,0.03423438,,0.01414856,0.07651728,0.01413766,0.12913175,0.02215408,0.00000000
GSM2334023,0,27,,0.01874663,0.05318921,0.19843777,0.07786312,0.03546113,0.04053590,0.93391094,0.17265468,0.03505615,,0.01255594,0.07315969,0.01279202,0.12828304,0.01888001,0.00000000
GSM2334024,1,15,,0.01745489,0.04206803,0.13498491,0.06672361,0.03236325,0.02913931,0.88932940,0.13313620,0.02844678,,0.01395819,0.06082540,0.01091452,0.12174847,0.01649914,0.00000000
GSM2334025,1,26,,0.02038045,0.05269334,0.22674202,0.07223081,0.03307030,0.03129789,0.92614774,0.28096597,0.04575596,,0.01576891,0.09110177,0.01560799,0.14225385,0.01971658,0.11500218
GSM2334026,0,47,,0.01582080,0.04696918,0.28955765,0.06161847,0.03157328,0.02913777,0.89929634,0.21933500,0.02847673,,0.01387840,0.06352324,0.01085817,0.11928384,0.01636699,0.00000000
GSM2334027,1,43,,0.01890445,0.04854323,0.23284094,0.07757541,0.03668481,0.03372895,0.92309746,0.22984255,0.03665813,,0.01291295,0.06690327,0.01460850,0.13302570,0.02030078,0.13015684
GSM2334028,1,49,,0.02026663,0.04491046,0.33254283,0.07528212,0.04129748,0.03367211,0.91361405,0.24643463,0.03976047,,0.01513836,0.07466821,0.01414012,0.10535006,0.02238269,0.11899837
GSM2334029,1,61,,0.02195704,0.05113647,0.26492767,0.06318934,0.04334337,0.03403960,0.86258238,0.18583481,0.03247044,,0.01632577,0.10345650,0.01526958,0.09831045,0.02208567,0.00000000
GSM2334030,0,80,,0.02216041,0.04291347,0.38766470,0.07418036,0.03520218,0.04023607,0.91377693,0.28518218,0.03688866,,0.01328924,0.07040694,0.01504777,0.09935644,0.02059360,0.00000000
GSM2334032,1,74,,0.02170432,0.05043347,0.38244843,0.07318776,0.03701936,0.04510072,0.89321707,0.36367617,0.03644693,,0.01578021,0.09526460,0.01738152,0.09530929,0.01931173,0.00000000
GSM2334033,1,64,,0.01885474,0.04656933,0.28717686,0.06982022,0.03445175,0.02694673,0.92215268,0.31828952,0.03260787,,0.01411845,0.05865066,0.01196993,0.12800000,0.01862859,0.00000000
GSM2334034,1,31,,0.02324727,0.05363356,0.21806787,0.07595923,0.04785095,0.03894671,0.89287154,0.20497371,0.03251954,,0.01713319,0.06390798,0.01546023,0.10321015,0.01596844,0.00000000
GSM2334035,0,17,,0.01929761,0.05498549,0.16348212,0.09426266,0.04249134,0.05112064,0.00000000,0.15174449,0.03111431,,0.01355211,0.10243804,0.01378483,0.10340806,0.01963939,0.00000000
GSM2334036,0,33,,0.02532698,0.05333889,0.21035905,0.09421515,0.04815149,0.04703852,0.84513993,0.09916481,0.04333198,,0.01732075,0.09265355,0.01949090,0.10215688,0.02006918,0.14458000
GSM2334037,0,76,,0.02375331,0.20086349,0.39737261,0.11357524,0.03986882,0.04801185,0.86292417,0.36287775,0.18554474,,0.02564415,0.13854755,0.15480248,0.10951682,0.01984369,0.00000000
GSM2334038,0,48,,0.02181454,0.05158858,0.31590777,0.07186683,0.03657971,0.03447256,0.89517648,0.26041573,0.04033774,,0.01468393,0.09018312,0.01777302,0.09353879,0.02125991,0.00000000
GSM2334039,0,20,,0.02059281,0.04582294,0.21402445,0.09236706,0.03651084,0.03539467,0.89288692,0.19582330,0.03542730,,0.01729341,0.09306582,0.01593633,0.10912630,0.01898426,0.00000000
GSM2334040,0,67,,0.01739383,0.04698881,0.33517629,0.07794474,0.04223608,0.03144973,0.91345747,0.30824062,0.03342672,,0.01519874,0.06359284,0.01377741,0.11575434,0.01847588,0.00000000
