sample,sex,age,cg01062068,cg20646757,cg18637244,cg26470314,cg20987014,cg07099827,cg15482003,cg27190967,cg01548188,cg14945638,cg02101625,cg16370826,cg11220950,cg04519296,cg26787199,cg00789347,cg07259398
GSM2333912,1,18,0.12314551,,0.08171088,0.60373505,,0.93152317,,0.43453575,,,0.03946210,0.03394420,0.41798170,0.90762832,0.14518511,0.38054227,0.04297785
GSM2333913,0,65,0.10800616,,0.08232864,0.60777954,,0.93874203,,0.43448937,,,0.03008940,0.05372678,0.47532883,0.89412698,0.14415522,0.35386260,0.04002703
GSM2333914,0,55,0.12920635,,0.06629791,0.66480905,,0.91888761,,0.57305463,,,0.03557107,0.05486785,0.52100707,0.90000105,0.13178975,0.37656714,0.03675047
GSM2333915,1,65,0.10072732,,0.07031138,0.66721146,,0.93895294,,0.56259088,,,0.03845981,0.05458570,0.48476114,0.89110552,0.13571859,0.38420014,0.03368495
GSM2333916,0,59,0.10907758,,0.05380475,0.63511497,,0.93724052,,0.45206780,,,0.04963368,0.03619661,0.51999887,0.91698868,0.09705310,0.35227164,0.03595529
GSM2333917,1,80,0.11816809,,0.08038917,0.65683405,,0.92103304,,0.55937273,,,0.03542580,0.05546305,0.58630211,0.94031312,0.09552744,0.43401386,0.03447427
GSM2333918,0,60,0.13148745,,0.07582244,0.71528979,,0.93241745,,0.60298370,,,0.03479561,0.04892749,0.50448230,0.90683303,0.14499719,0.44326928,0.03843898
GSM2333919,1,55,0.10924502,,0.07661397,0.62472256,,0.93531066,,0.47145064,,,0.03824416,0.03517560,0.51294766,0.90667018,0.15071144,0.40027066,0.03612394
GSM2333920,0,63,0.19895416,,0.04734905,0.66428230,,0.95251494,,0.49655922,,,0.03465694,0.05434042,0.48492553,0.86340227,0.06948186,0.38319346,0.02009355
GSM2333921,0,29,0.12626817,,0.08145340,0.57908983,,0.93632725,,0.41835827,,,0.03418733,0.03496505,0.43600015,0.90239469,0.16806273,0.40990676,0.03537545
GSM2333922,1,68,0.12303140,,0.06351294,0.57590640,,0.92925237,,0.42295768,,,0.02791563,0.03844077,0.56278122,0.92007990,0.14154856,0.35019390,0.03248845
GSM2333923,0,22,0.08872459,,0.04068832,0.58996489,,0.93071268,,0.42590550,,,0.03844028,0.02703200,0.40152194,0.87644656,0.13923244,0.32604171,0.03532330
GSM2333924,1,16,0.10724411,,0.07051803,0.66472034,,0.94954662,,0.51824953,,,0.03076402,0.04527039,0.44100863,0.92116610,0.17230483,0.43738662,0.03429249
GSM2333925,1,75,0.11349916,,0.05262059,0.62010743,,0.93177131,,0.46595040,,,0.03258305,0.04492139,0.53811461,0.88676210,0.11948950,0.37830154,0.02603579
GSM2333926,0,16,0.11422442,,0.07389402,0.53882486,,0.93820629,,0.35316853,,,0.03353801,0.03949298,0.42136918,0.89713733,0.17304784,0.31907848,0.04670041
GSM2333927,1,74,0.12304837,,0.05024450,0.65930635,,0.91585167,,0.45700809,,,0.03784028,0.04912265,0.52833610,0.89037214,0.11289328,0.35843837,0.02630302
GSM2333928,1,63,0.12647550,,0.04206633,0.62163749,,0.93142131,,0.48878264,,,0.03738689,0.03845430,0.52712479,0.92036367,0.11183470,0.34344082,0.01654208
GSM2333929,1,38,0.11392773,,0.06429265,0.64244687,,0.93023537,,0.48153581,,,0.03954573,0.04177634,0.46563188,0.87044188,0.14170859,0.38605424,0.03265695
GSM2333930,1,64,0.10952294,,0.07815050,0.61989482,,0.94287874,,0.45346530,,,0.04266907,0.05359944,0.51339601,0.94289444,0.11404704,0.34903628,0.02989771
GSM2333931,1,68,0.11943176,,0.06471048,0.69284216,,0.92656629,,0.53333588,,,0.03254952,0.04910769,0.56353076,0.94627740,0.12601975,0.40863169,0.02706157
GSM2333932,1,45,0.11233904,,0.07584998,0.58392008,,0.93260995,,0.41679007,,,0.03037366,0.03714548,0.49590185,0.91888779,0.13921632,0.37641961,0.03808981
GSM2333933,0,80,0.21256915,,0.10976800,0.59925010,,0.91100396,,0.47867895,,,0.09224078,0.10157583,0.54937287,0.92739682,0.09391071,0.33587517,0.04363120
GSM2333934,1,46,0.11269474,,0.06807405,0.62268441,,0.94456661,,0.48836425,,,0.04159881,0.03705594,0.43006778,0.80281618,0.14522854,0.35374108,0.03620973
GSM2333935,0,82,0.13531008,,0.07542879,0.51015248,,0.93936974,,0.37164121,,,0.03394748,0.03837831,0.54046823,0.77777909,0.11867580,0.39589536,0.03778396
GSM2333936,1,58,0.10145239,,0.06374165,0.59982962,,0.92830666,,0.43486203,,,0.04483050,0.04351521,0.48054015,0.91051366,0.11746040,0.32459542,0.03013823
GSM2333937,1,69,0.12340172,,0.07568166,0.74261775,,0.91709028,,0.60415807,,,0.03688042,0.04627865,0.57754723,0.91617799,0.12815814,0.41009620,0.03279206
GSM2333938,1,23,0.11537120,,0.08639775,0.62285081,,0.94062302,,0.43659735,,,0.03972826,0.03251285,0.42843991,0.87689343,0.14309484,0.37989547,0.02771209
GSM2333939,1,59,0.13551813,,0.06224130,0.66939535,,0.94367206,,0.48562366,,,0.03498563,0.03605809,0.47837573,0.90412641,0.13301378,0.40705513,0.02666992
GSM2333940,0,79,0.10287037,,0.06102940,0.68497781,,0.93156012,,0.52315305,,,0.03289609,0.05259949,0.55266689,0.89243854,0.11087004,0.39348981,0.02815306
GSM2333941,0,66,0.11832631,,0.06700538,0.66792611,,0.94718082,,0.47097596,,,0.04416785,0.03340277,0.52744443,0.91978526,0.12911239,0.35390301,0.03871846
GSM2333942,1,71,0.11557847,,0.07123863,0.57751437,,0.92053679,,0.46969628,,,0.04783164,0.04555894,0.58885504,0.93483752,0.12601027,0.36434383,0.03787100
GSM2333943,1,55,0.11861296,,0.03432389,0.65478721,,0.93990472,,0.50850714,,,0.04297288,0.04680065,0.51278459,0.94276448,0.12639367,0.40705875,0.03521252
GSM2333944,0,62,0.10555934,,0.08954064,0.55333867,,0.92517536,,0.41544865,,,0.02432301,0.03948882,0.47990634,0.85231055,0.15156520,0.29263899,0.02960780
GSM2333945,1,57,0.11698627,,0.03872894,0.70192735,,0.92326380,,0.53238280,,,0.05486133,0.05217180,0.47127524,0.80439761,0.10845470,0.38469039,0.04516011
GSM2333946,1,50,0.13687287,,0.05255298,0.59791754,,0.93221683,,0.40375666,,,0.04566652,0.04128392,0.48220028,0.86878567,0.12561806,0.31246438,0.03727853
GSM2333947,0,48,0.10994609,,0.06068467,0.67499157,,0.94829712,,0.50030429,,,0.02254559,0.04770917,0.46956149,0.88996409,0.12581894,0.42485731,0.03870703
GSM2333948,0,39,0.11551510,,0.07189432,0.73911347,,0.93852509,,0.58732037,,,0.04028346,0.04498595,0.48827522,0.95390657,0.14351988,0.47277522,0.02901762
GSM2333949,1,81,0.10007617,,0.05353779,0.64657403,,0.88088426,,0.51120010,,,0.03540375,0.04715074,0.48560934,0.87479772,0.10914124,0.34182320,0.03056505
GSM2333950,0,81,0.09016040,,0.05184942,0.71329780,,0.89402041,,0.57104774,,,0.03398920,0.04694599,0.53491656,0.91630940,0.08199524,0.41354558,0.05073066
GSM2333951,1,91,0.12883150,,0.04996035,0.55949177,,0.93850075,,0.37521818,,,0.03598046,0.05473578,0.54215923,0.91623835,0.09741891,0.28281759,0.02781675
GSM2333952,1,15,0.11121127,,0.07687240,0.60275966,,0.94301364,,0.44372664,,,0.03221535,0.06028261,0.42768942,0.89190052,0.18256873,0.37923584,0.03454986
GSM2333953,1,57,0.13975001,,0.08280975,0.58514811,,0.93924600,,0.43710630,,,0.03351087,0.03911881,0.49255854,0.87557456,0.11830559,0.33282478,0.03484633
GSM2333954,1,45,0.13495651,,0.08694019,0.61632759,,0.94373767,,0.44424330,,,0.03601565,0.03114474,0.48679672,0.88284087,0.14433753,0.38594643,0.02780248
GSM2333955,0,45,0.13751170,,0.07575064,0.65125162,,0.93465719,,0.55579889,,,0.03794222,0.03083926,0.45737681,0.87555490,0.14493973,0.41802151,0.03592527
GSM2333956,0,28,0.13387486,,0.07598617,0.55070115,,0.94472082,,0.37757582,,,0.03231302,0.04070746,0.43105936,0.86834970,0.19316497,0.37965088,0.02859354
GSM2333957,1,37,0.10668420,,0.06351617,0.60404920,,0.91944937,,0.44600967,,,0.03772797,0.06852363,0.47530842,0.86731916,0.12557122,0.37395806,0.02710020
GSM2333958,0,69,0.10816335,,0.03744263,0.71982673,,0.93433426,,0.57170653,,,0.03744344,0.05623527,0.50814036,0.86251813,0.10614263,0.40603521,0.02721076
GSM2333959,0,25,0.12038985,,0.06150940,0.71652945,,0.95647843,,0.55952674,,,0.02843478,0.05107783,0.43047705,0.89122707,0.17025692,0.43137703,0.02253738
GSM2333960,1,66,0.11928237,,0.09362387,0.71567049,,0.92474162,,0.50726911,,,0.03414772,0.05115000,0.52714952,0.91286480,0.11350513,0.43141468,0.03952199
GSM2333961,1,22,0.11317673,,0.07048227,0.63188327,,0.93289506,,0.47428712,,,0.04249933,0.04607739,0.47415546,0.93015694,0.17181806,0.32444625,0.03311559
GSM2333962,0,23,0.12166558,,0.06240946,0.70927622,,0.94382316,,0.54953393,,,0.03280684,0.03740378,0.40310137,0.89511033,0.16805733,0.39609715,0.02766753
GSM2333963,0,17,0.12699377,,0.07060007,0.72481064,,0.92950076,,0.54594462,,,0.04186094,0.06569839,0.45928805,0.90750707,0.18417954,0.44762562,0.02873863
GSM2333964,0,17,0.11230715,,0.07675513,0.58310989,,0.94520115,,0.40234934,,,0.04077778,0.03591418,0.40151967,0.85887913,0.21990383,0.40236027,0.03007378
GSM2333965,0,21,0.13541570,,0.08945001,0.69515360,,0.94137389,,0.53242728,,,0.03530791,0.02754644,0.43110420,0.86312788,0.16677587,0.44644146,0.03303328
GSM2333966,0,82,0.09214637,,0.04105432,0.40566124,,0.93361162,,0.26966155,,,0.02692870,0.04086296,0.52513034,0.92694341,0.09173170,0.27659087,0.02848239
GSM2333967,1,62,0.11362814,,0.04719742,0.73322576,,0.92775207,,0.59519478,,,0.03849508,0.03532404,0.45355646,0.85699049,0.12177152,0.43195292,0.03111342
GSM2333968,0,68,0.14844185,,0.08867977,0.69446487,,0.92422169,,0.56548402,,,0.14008730,0.04074137,0.55084226,0.91578958,0.12142618,0.38516808,0.03184911
GSM2333969,0,45,0.10344677,,0.09130069,0.57093276,,0.91098030,,0.46750318,,,0.03354688,0.03317984,0.49715519,0.89224716,0.14256307,0.36070727,0.04628136
GSM2333970,0,42,0.11350744,,0.08311153,0.57069172,,0.92267062,,0.41343438,,,0.03026981,0.04091024,0.46374829,0.85883540,0.15277626,0.35893668,0.03918078
GSM2333971,0,68,0.14546569,,0.04673742,0.65273261,,0.92900047,,0.52471448,,,0.04124376,0.04719688,0.55704236,0.85818039,0.07877806,0.38635490,0.05312416
GSM2333972,1,40,0.08524500,,0.05244876,0.54024536,,0.92775239,,0.33588629,,,0.05445501,0.03660378,0.42023148,0.84933747,0.10821470,0.31277885,0.03347435
GSM2333973,0,44,0.10515516,,0.05063375,0.54121431,,0.91281688,,0.47121435,,,0.02988548,0.03621367,0.44388171,0.86836677,0.12275821,0.38502422,0.02330445
GSM2333974,1,22,0.11381385,,0.06801324,0.67924235,,0.92977696,,0.54254973,,,0.04910567,0.04896589,0.46596734,0.91233729,0.13836725,0.44909648,0.03122307
GSM2333975,0,23,0.08221559,,0.06453180,0.61032297,,0.94762291,,0.44323870,,,0.02765875,0.05136612,0.44751112,0.88507873,0.15721627,0.37853362,0.02214652
GSM2333976,1,25,0.10548164,,0.07051082,0.61656671,,0.93341386,,0.46494705,,,0.04463201,0.04210784,0.45429575,0.92233480,0.13743911,0.34113789,0.03190351
GSM2333977,1,45,0.11567327,,0.07532016,0.70120709,,0.94338472,,0.58525593,,,0.03454227,0.04924900,0.50273298,0.88360548,0.14965007,0.43393062,0.02967746
GSM2333978,0,40,0.09615008,,0.04628088,0.54574495,,0.93172848,,0.39659392,,,0.03776337,0.04307495,0.46223020,0.88033384,0.15294092,0.31837426,0.03197969
GSM2333979,1,81,0.11711795,,0.05456931,0.51714871,,0.91936302,,0.36264555,,,0.04278487,0.03398494,0.51252859,0.79830909,0.10956270,0.27837273,0.04940834
GSM2333980,1,32,0.10543147,,0.06208541,0.67613102,,0.93960749,,0.51649044,,,0.03455817,0.03864824,0.44013033,0.89482970,0.09862885,0.41752046,0.03179472
GSM2333981,1,28,0.11448400,,0.04460830,0.56453641,,0.92215040,,0.36863806,,,0.03167800,0.03508889,0.41217820,0.85319768,0.15575752,0.37966548,0.03545478
GSM2333982,1,19,0.10261889,,0.06841911,0.65702072,,0.94513889,,0.48834067,,,0.02982810,0.03639659,0.42224086,0.90376066,0.18996346,0.41958804,0.03331487
GSM2333983,1,16,0.10013462,,0.06740162,0.51862275,,0.92896569,,0.32722976,,,0.03192410,0.05678358,0.42146755,0.88709987,0.16737150,0.35093145,0.03507636
GSM2333984,1,18,0.09218187,,0.09290744,0.54717131,,0.92576620,,0.37969046,,,0.03123382,0.03528584,0.41286510,0.88959264,0.17193436,0.35150044,0.02759204
GSM2333985,0,19,0.12799467,,0.09002489,0.61306840,,0.93569335,,0.47549593,,,0.03689650,0.05027257,0.43936910,0.88384485,0.17133448,0.39685926,0.04047936
GSM2333986,1,18,0.11016981,,0.09197995,0.58819527,,0.93422562,,0.44621270,,,0.03569086,0.06133026,0.40310668,0.84744391,0.17667369,0.37761041,0.03817079
GSM2333987,0,18,0.09225412,,0.05534978,0.57900575,,0.94221045,,0.39901688,,,0.03146739,0.02725342,0.42278718,0.88925147,0.16009547,0.34754693,0.02652285
GSM2333988,1,18,0.11069731,,0.06777421,0.61957228,,0.92742124,,0.46626572,,,0.03662556,0.05366553,0.43514239,0.93755280,0.19749664,0.36796922,0.03739091
GSM2333989,0,18,0.11448648,,0.09365181,0.54074327,,0.93615693,,0.38264580,,,0.03823684,0.04295505,0.44725793,0.89487555,0.17602404,0.35011388,0.03203259
GSM2333990,1,17,0.09912843,,0.09418744,0.56084827,,0.90085385,,0.41379950,,,0.03597740,0.04822412,0.42457466,0.89791788,0.19035277,0.34412376,0.02998874
GSM2333991,1,82,0.13408553,,0.04876657,0.46828671,,0.91161352,,0.29602549,,,0.02811586,0.03513247,0.48379044,0.85076258,0.11765036,0.30606819,0.03900522
GSM2333992,1,35,0.11859985,,0.05737855,0.58409941,,0.94061565,,0.39533298,,,0.03124060,0.04569765,0.52383181,0.92418482,0.15163279,0.33575698,0.03064697
GSM2333993,1,39,0.14486663,,0.05088764,0.62871674,,0.94065902,,0.44095604,,,0.03767385,0.03188827,0.43633186,0.88434551,0.10379477,0.34604510,0.02735101
GSM2333994,1,49,0.11743966,,0.06708829,0.57415515,,0.92403197,,0.41627176,,,0.02857324,0.03746154,0.50065444,0.91464184,0.15095672,0.33303830,0.03731512
GSM2333995,0,45,0.12034086,,0.09827978,0.67345040,,0.92640142,,0.51970917,,,0.03904661,0.03625208,0.44817138,0.89028774,0.16523438,0.43882180,0.04016683
GSM2333996,1,42,0.11092010,,0.07444695,0.59457279,,0.92417038,,0.42705549,,,0.03292023,0.04611602,0.48953414,0.86765907,0.15749951,0.36283414,0.03133814
GSM2333997,0,18,0.13073182,,0.08530179,0.72208704,,0.92569255,,0.55595238,,,0.03572509,0.03587706,0.41006575,0.88537269,0.15806268,0.47139492,0.03129474
GSM2333998,1,32,0.11627884,,0.04898407,0.64307883,,0.95050219,,0.48626602,,,0.03934450,0.04718672,0.42339721,0.90687731,0.14381622,0.41041308,0.02366931
GSM2333999,0,18,0.08940258,,0.04962239,0.60768364,,0.93671051,,0.45591334,,,0.03823042,0.03860636,0.42088386,0.82341060,0.15911732,0.35091819,0.03729484
GSM2334000,1,40,0.12261304,,0.12338646,0.66957495,,0.94403770,,0.49510021,,,0.02831875,0.05125204,0.42648347,0.85065630,0.16697158,0.38530424,0.03603741
GSM2334001,1,43,0.12017384,,0.07795300,0.61341328,,0.92372400,,0.45076605,,,0.03251139,0.03700695,0.51136770,0.87276687,0.17180897,0.39706877,0.02819976
GSM2334002,1,44,0.17138114,,0.08033814,0.59228047,,0.89203913,,0.42411459,,,0.03161007,0.03635901,0.51428217,0.89281208,0.11884882,0.37002628,0.02791639
GSM2334003,0,46,0.10704414,,0.10926051,0.57156389,,0.93050846,,0.41418192,,,0.02918625,0.04440424,0.47602643,0.88230802,0.15652503,0.34061246,0.02538809
GSM2334004,1,79,0.11441469,,0.04950110,0.78220771,,0.92394729,,0.54360082,,,0.03143754,0.04528720,0.53864081,0.89726422,0.10285050,0.42234420,0.02198698
GSM2334005,0,71,0.11181810,,0.04415301,0.63631819,,0.92996194,,0.55394445,,,0.02907022,0.03201285,0.50525695,0.88707440,0.10400854,0.39319903,0.03004791
GSM2334007,1,68,0.09166247,,0.05583370,0.62219613,,0.94288379,,0.48875313,,,0.02924091,0.04269911,0.50775551,0.93354912,0.09679338,0.38362578,0.03953002
GSM2334008,0,41,0.14245465,,0.04446407,0.59477445,,0.91971099,,0.36975668,,,0.03543979,0.03486734,0.44478412,0.87386603,0.11942387,0.29765659,0.03875207
GSM2334009,1,62,0.10022047,,0.06034515,0.68811146,,0.93583285,,0.51132673,,,0.02535073,0.04379215,0.51945094,0.92402983,0.10101978,0.43372120,0.02645198
GSM2334010,1,47,0.10995567,,0.07174974,0.61880687,,0.93535380,,0.49663627,,,0.04008850,0.03567828,0.49838320,0.93318713,0.14604049,0.39166340,0.03316321
GSM2334012,0,51,0.11780698,,0.06906789,0.65358563,,0.93936866,,0.47588392,,,0.02762728,0.04966609,0.54373102,0.90995025,0.11131130,0.38017700,0.05822085
GSM2334013,0,53,0.12481894,,0.04536487,0.60257951,,0.93192027,,0.43368780,,,0.03409380,0.05496697,0.47008921,0.89363378,0.11505041,0.32660552,0.02651033
GSM2334014,0,79,0.11885736,,0.06710301,0.75341791,,0.92285617,,0.62661294,,,0.03770277,0.03335447,0.54876173,0.89533317,0.08223463,0.44700433,0.02581676
GSM2334016,1,68,0.12242648,,0.07319383,0.60735929,,0.94995863,,0.42588788,,,0.03574421,0.04653776,0.50640419,0.91732982,0.13429162,0.34855213,0.03447879
GSM2334017,0,50,0.12853199,,0.04492251,0.75490336,,0.92406891,,0.64652563,,,0.03125134,0.03912201,0.46042879,0.87354939,0.11196064,0.41670049,0.03041501
GSM2334021,1,55,0.13170791,,0.07052135,0.63246678,,0.90934437,,0.50768067,,,0.03670205,0.05980133,0.49693352,0.87484444,0.13975908,0.34004319,0.03824121
GSM2334022,1,22,0.10290600,,0.07873679,0.55329604,,0.93574474,,0.41630432,,,0.03498796,0.04284882,0.40731480,0.91585089,0.15966178,0.38881014,0.04593603
GSM2334023,0,27,0.09000127,,0.07944975,0.47609165,,0.91803642,,0.29248830,,,0.03274851,0.05102033,0.44005659,0.88054820,0.13495497,0.32162265,0.02910651
GSM2334024,1,15,0.10661717,,0.06892476,0.68820706,,0.95745552,,0.52068387,,,0.02403839,0.04970119,0.45338186,0.93009807,0.15788458,0.43261296,0.02930228
GSM2334025,1,26,0.12587575,,0.05652995,0.56382032,,0.93132810,,0.41705294,,,0.04698665,0.06081465,0.42023067,0.87479043,0.14939096,0.33987521,0.02917007
GSM2334026,0,47,0.09093305,,0.05966503,0.64779037,,0.94507256,,0.49119709,,,0.02952649,0.03323001,0.51150525,0.89604234,0.13173404,0.35885438,0.02838406
GSM2334027,1,43,0.09981884,,0.07822757,0.61008397,,0.93220585,,0.42145733,,,0.03770990,0.06975138,0.45725173,0.92090680,0.14497576,0.32865506,0.05561326
GSM2334028,1,49,0.10000613,,0.05433069,0.70588046,,0.93287393,,0.45960681,,,0.02712218,0.03727793,0.44423943,0.89347212,0.13944771,0.30819537,0.02755843
GSM2334029,1,61,0.15049499,,0.07768140,0.63054766,,0.92172102,,0.46664000,,,0.04291689,0.03534305,0.44688750,0.85838359,0.13560932,0.35633019,0.02281163
GSM2334030,0,80,0.10554093,,0.05198492,0.64303395,,0.92300856,,0.50658000,,,0.03032354,0.03262903,0.51481218,0.86545980,0.12036072,0.36077775,0.02024735
GSM2334032,1,74,0.10937333,,0.03385770,0.61833595,,0.92132005,,0.44977986,,,0.02876357,0.05246127,0.53636416,0.90421869,0.12889329,0.32034037,0.03188688
GSM2334033,1,64,0.10423341,,0.07197175,0.71586112,,0.94379147,,0.53267837,,,0.03937764,0.03408209,0.51137299,0.93902390,0.12452129,0.37977718,0.03351565
GSM2334034,1,31,0.10285708,,0.08420630,0.71913734,,0.94092895,,0.58072036,,,0.03737193,0.04476985,0.48058149,0.93488747,0.16752570,0.43885174,0.02532837
GSM2334035,0,17,0.09891191,,0.05946389,0.59733057,,0.92291126,,0.40267479,,,0.03051799,0.04800535,0.42861018,0.83791369,0.16256777,0.33335817,0.02637250
GSM2334036,0,33,0.10972934,,0.04784647,0.69626843,,0.93004728,,0.60846564,,,0.03818944,0.03372807,0.45873600,0.84463181,0.11556888,0.39327056,0.02978861
GSM2334037,0,76,0.12466667,,0.08300346,0.59639610,,0.92669161,,0.47527863,,,0.02615351,0.05570257,0.48526608,0.84476874,0.13610264,0.34908477,0.02744529
GSM2334038,0,48,0.10247619,,0.04533241,0.62075095,,0.93730797,,0.49758378,,,0.03279838,0.03840202,0.47409937,0.87773019,0.13791188,0.34033610,0.02906372
GSM2334039,0,20,0.10535011,,0.05116227,0.59538421,,0.92065881,,0.40149683,,,0.04476795,0.05336807,0.42771561,0.80205256,0.17213017,0.34476544,0.02262960
GSM2334040,0,67,0.12755193,,0.08240907,0.64321365,,0.93742558,,0.49224120,,,0.03599860,0.03112277,0.53307421,0.92157584,0.13348692,0.37664059,0.09286994
GSM2334041,1,55,0.12814134,,0.05840753,0.61700038,,0.93349183,,0.48044370,,,0.03532240,0.07831956,0.47441499,0.87815279,0.11736851,0.39055417,0.02838621
GSM2334042,0,43,0.11735879,,0.08486113,0.67218360,,0.93431152,,0.51820072,,,0.03867483,0.04123502,0.47024875,0.90622795,0.16173645,0.40394359,0.03186525
GSM2334043,1,56,0.10204136,,0.07825083,0.64149156,,0.93486002,,0.50174037,,,0.04026998,0.04936175,0.51010247,0.92497339,0.13168009,0.38962797,0.04002478
GSM2334044,0,63,0.10305334,,0.07982465,0.48128770,,0.91930854,,0.34034251,,,0.03646968,0.04132585,0.43136608,0.92870129,0.10698031,0.36643986,0.03762022
GSM2334045,1,20,0.14510520,,0.08221047,0.68176394,,0.94429831,,0.54258219,,,0.03694295,0.04494979,0.43956254,0.91031820,0.15481699,0.40737157,0.04029821
GSM2334046,1,75,0.10845983,,0.05493792,0.53132809,,0.93985430,,0.40345157,,,0.04346592,0.04442144,0.47563019,0.81187132,0.10087801,0.38235464,0.03600440
GSM2334047,0,65,0.10245175,,0.07729583,0.64394237,,0.90889402,,0.51576389,,,0.04715858,0.07367596,0.51923027,0.89462366,0.13227019,0.36005777,0.04639785
GSM2334048,0,77,0.12474852,,0.06896706,0.57561301,,0.91892143,,0.37825107,,,0.03542829,0.05653973,0.53795794,0.89668922,0.10731161,0.32747215,0.03928966
GSM2334049,0,26,0.12583310,,0.08401771,0.57723332,,0.93804549,,0.41103643,,,0.03395212,0.05064745,0.46848189,0.88893807,0.16607617,0.36490802,0.03714187
GSM2334050,0,69,0.12233709,,0.05794861,0.61746712,,0.92138088,,0.40249080,,,0.04468939,0.03490384,0.48164186,0.88225070,0.09660518,0.34790007,0.03283912
GSM2334051,0,64,0.10984628,,0.03547549,0.69548330,,0.91750085,,0.48106431,,,0.03994725,0.05029773,0.51854310,0.93484496,0.11832374,0.36287485,0.02965336
GSM2334052,1,43,0.14680229,,0.06587469,0.63059135,,0.92658139,,0.44024360,,,0.03758788,0.04135622,0.46997570,0.83012465,0.13541332,0.31895957,0.02829121
GSM2334053,1,39,0.10727543,,0.05481116,0.69653912,,0.91882265,,0.55976665,,,0.02491413,0.03831083,0.49172587,0.90457840,0.11845545,0.46557004,0.02626026
GSM2334054,0,74,0.12230071,,0.05353125,0.61115304,,0.93311810,,0.41405550,,,0.03095014,0.07233141,0.49826956,0.90006823,0.08183430,0.28504304,0.04478601
GSM2334055,0,44,0.10338691,,0.07016915,0.54845774,,0.94918279,,0.33312503,,,0.03249908,0.05825752,0.44075067,0.91265031,0.18619507,0.35393679,0.02988361
GSM2334056,0,47,0.14991606,,0.08132086,0.65773889,,0.92615343,,0.55959568,,,0.03312454,0.05965902,0.51385730,0.90843282,0.13166163,0.38799323,0.03863474
GSM2334057,1,17,0.09495569,,0.08120932,0.58041886,,0.94285135,,0.42669360,,,0.03022471,0.06782567,0.39585889,0.84751601,0.22432448,0.39956964,0.03514203
GSM2334058,0,19,0.13462478,,0.07773834,0.61845654,,0.94323129,,0.44350842,,,0.03185222,0.03534387,0.43870696,0.89638984,0.15351725,0.34092566,0.03640085
GSM2334059,1,15,0.11008715,,0.07827448,0.57203593,,0.93914563,,0.35194986,,,0.03041703,0.04707552,0.37707957,0.87909447,0.18274381,0.36800169,0.03090656
GSM2334060,0,26,0.07183337,,0.06780697,0.56431923,,0.95627962,,0.29831347,,,0.03204644,0.04609850,0.40635694,0.87666418,0.14561077,0.36377024,0.02796966
GSM2334061,1,18,0.08704950,,0.07310395,0.57407035,,0.93313625,,0.41582551,,,0.02613709,0.02452154,0.39490990,0.87484734,0.14350353,0.37302084,0.02581546
GSM2334062,0,17,0.09824980,,0.07702553,0.70576325,,0.93923451,,0.57713531,,,0.03451603,0.04563336,0.37880551,0.92522209,0.13127283,0.44906818,0.03407966
GSM2334063,0,80,0.11506096,,0.05282479,0.64067379,,0.91953075,,0.46983472,,,0.04482842,0.04104423,0.50440757,0.89155836,0.13500722,0.30255328,0.03131719
