Model,R2,MAE,RMSE,Dataset.seed,Training.seed,Threshold.scope,Imputation.scope
brnn,0.8222668243,6.809413381,8.842083269,3813,1,full_before_split,split_separate
brnn,0.8219369027,7.241935798,9.316102587,2116,1,full_before_split,split_separate
brnn,0.8218877172,7.230721827,9.123103836,2822,1,full_before_split,split_separate
brnn,0.8217924507,6.990151225,9.151961376,3457,1,full_before_split,split_separate
brnn,0.8215883988,6.727123268,8.739577519,1504,1,full_before_split,split_separate
brnn,0.8214747545,7.016317447,8.947746578,148,1,full_before_split,split_separate
brnn,0.8212059655,6.753102684,8.913966536,1006,1,full_before_split,split_separate
brnn,0.821181219,6.954618008,8.903861345,1817,1,full_before_split,split_separate
brnn,0.821128233,7.062306728,9.091546035,1512,1,full_before_split,split_separate
brnn,0.8209934271,7.114676249,9.108259495,452,1,full_before_split,split_separate
brnn,0.8208486944,7.060486689,8.938424447,2912,1,full_before_split,split_separate
brnn,0.8208120265,7.048844814,8.865947632,1419,1,full_before_split,split_separate
brnn,0.8203471353,7.070250558,9.287645332,968,1,full_before_split,split_separate
brnn,0.8201723001,6.931652095,8.992336665,1945,1,full_before_split,split_separate
brnn,0.8200726053,7.039753927,8.815311377,753,1,full_before_split,split_separate
brnn,0.8200667923,7.026763439,8.937282058,2240,1,full_before_split,split_separate
brnn,0.8199071421,7.114613402,9.109251795,872,1,full_before_split,split_separate
brnn,0.8198325577,6.725916023,8.949426261,3335,1,full_before_split,split_separate
brnn,0.8195585034,7.095287527,9.401346781,1595,1,full_before_split,split_separate
brnn,0.8193814467,6.760861565,8.641813508,874,1,full_before_split,split_separate
brnn,0.8192269578,6.872241047,9.132950756,202,1,full_before_split,split_separate
brnn,0.8191248265,6.861457947,9.06312483,677,1,full_before_split,split_separate
brnn,0.8191149849,7.096662963,9.031482311,1753,1,full_before_split,split_separate
brnn,0.8191147007,6.694186729,8.854351416,2782,1,full_before_split,split_separate
brnn,0.8190681005,7.020207084,8.757845612,3355,1,full_before_split,split_separate
brnn,0.8190662137,6.793800784,8.664836646,1895,1,full_before_split,split_separate
brnn,0.8189103145,7.052077164,9.099537865,611,1,full_before_split,split_separate
brnn,0.818854061,7.11693738,9.004519963,1801,1,full_before_split,split_separate
brnn,0.8188245229,6.479963166,8.969946875,579,1,full_before_split,split_separate
brnn,0.8187778522,6.949024734,8.746850321,3569,1,full_before_split,split_separate
brnn,0.8186616144,7.038920498,8.859119659,242,1,full_before_split,split_separate
brnn,0.8185616979,6.993005053,8.863746501,1992,1,full_before_split,split_separate
brnn,0.8184940167,6.663816454,8.947807023,2119,1,full_before_split,split_separate
brnn,0.8184262093,6.601440866,8.797297051,2754,1,full_before_split,split_separate
brnn,0.8182955112,7.132182283,9.181134304,947,1,full_before_split,split_separate
brnn,0.818136649,7.042269109,9.095549489,1060,1,full_before_split,split_separate
brnn,0.8180826455,6.794685777,8.733472005,2492,1,full_before_split,split_separate
brnn,0.8177831235,6.948014689,8.99485799,1724,1,full_before_split,split_separate
brnn,0.8177587884,6.677802762,8.851032236,2748,1,full_before_split,split_separate
brnn,0.817735689,6.999462872,8.831090312,3361,1,full_before_split,split_separate
brnn,0.8175398742,7.031884118,9.101196391,763,1,full_before_split,split_separate
brnn,0.817285256,6.861371983,8.877104205,2340,1,full_before_split,split_separate
brnn,0.8172232603,6.965356705,9.260712691,3227,1,full_before_split,split_separate
brnn,0.8172057652,7.200746577,9.278134451,2299,1,full_before_split,split_separate
brnn,0.8171261761,6.990792565,9.068317692,1190,1,full_before_split,split_separate
brnn,0.8170438846,6.776639828,8.768547542,3072,1,full_before_split,split_separate
brnn,0.8168155885,7.023243355,8.990007993,2491,1,full_before_split,split_separate
brnn,0.8167746071,6.957623489,8.999758221,3057,1,full_before_split,split_separate
brnn,0.8167582735,7.144805578,9.173111039,2665,1,full_before_split,split_separate
brnn,0.8167533025,7.048662262,9.14190615,320,1,full_before_split,split_separate
brnn,0.8167490503,6.738581235,8.859132058,2156,1,full_before_split,split_separate
brnn,0.8166341899,7.110228778,9.222596543,3372,1,full_before_split,split_separate
brnn,0.8165963906,7.128551912,9.344191013,2594,1,full_before_split,split_separate
brnn,0.816460903,6.933574556,8.919437051,3179,1,full_before_split,split_separate
brnn,0.8164501142,7.132890144,9.260445407,2274,1,full_before_split,split_separate
brnn,0.8164163188,6.829447411,8.874948053,1274,1,full_before_split,split_separate
brnn,0.8163680556,6.413817564,8.721102018,788,1,full_before_split,split_separate
brnn,0.8163496237,7.024288179,9.145379441,397,1,full_before_split,split_separate
brnn,0.8161644283,6.851967702,8.957691023,31,1,full_before_split,split_separate
brnn,0.8161442744,6.768468588,8.840524371,501,1,full_before_split,split_separate
brnn,0.8159709444,7.239493037,9.183027765,3945,1,full_before_split,split_separate
brnn,0.8158964343,6.939995686,8.961676792,3395,1,full_before_split,split_separate
brnn,0.8158652912,6.988038902,9.031088459,530,1,full_before_split,split_separate
brnn,0.815848849,7.187020793,9.031187668,1604,1,full_before_split,split_separate
brnn,0.8156567916,6.94002024,9.145266221,2897,1,full_before_split,split_separate
brnn,0.8156498643,6.709481829,9.036068685,3048,1,full_before_split,split_separate
brnn,0.8154532487,7.070889995,9.067507325,1760,1,full_before_split,split_separate
brnn,0.815325363,7.442646121,9.278582872,2863,1,full_before_split,split_separate
brnn,0.8153158627,6.636682659,8.626117885,3933,1,full_before_split,split_separate
brnn,0.8151861477,6.986208449,9.263755253,1197,1,full_before_split,split_separate
brnn,0.8151837852,6.873147273,8.963742823,1314,1,full_before_split,split_separate
brnn,0.8151647147,6.862240726,8.86939139,2651,1,full_before_split,split_separate
brnn,0.8150838234,6.964715374,9.032564258,175,1,full_before_split,split_separate
brnn,0.815010626,7.050554697,9.084688586,3946,1,full_before_split,split_separate
brnn,0.8146448236,7.06749108,9.046932327,2112,1,full_before_split,split_separate
brnn,0.8146144736,7.515499601,9.34885396,3935,1,full_before_split,split_separate
brnn,0.8143715574,7.375182333,9.164551187,2344,1,full_before_split,split_separate
brnn,0.8143390658,7.99572342,9.906265276,1335,1,full_before_split,split_separate
brnn,0.8143142044,7.244961999,9.185446876,2601,1,full_before_split,split_separate
brnn,0.8142371135,7.213163652,9.277575647,3109,1,full_before_split,split_separate
brnn,0.8142054464,7.303881888,9.290780291,2566,1,full_before_split,split_separate
brnn,0.8140537241,6.949159802,9.298154529,2575,1,full_before_split,split_separate
brnn,0.8140012765,6.763313371,9.144855824,3201,1,full_before_split,split_separate
brnn,0.813855255,6.814329531,9.175151502,3772,1,full_before_split,split_separate
brnn,0.813813356,7.18397711,9.053195286,75,1,full_before_split,split_separate
brnn,0.8137927633,7.003278691,9.132720369,2988,1,full_before_split,split_separate
brnn,0.813778232,6.757198434,8.838382195,1426,1,full_before_split,split_separate
brnn,0.8137327721,7.264292697,9.351219338,3341,1,full_before_split,split_separate
brnn,0.8136951635,7.027742013,9.079809742,3827,1,full_before_split,split_separate
brnn,0.813648532,6.812220727,9.098029867,2438,1,full_before_split,split_separate
brnn,0.8136352638,6.973826681,9.167222464,940,1,full_before_split,split_separate
brnn,0.8135658791,7.066961991,9.08698559,859,1,full_before_split,split_separate
brnn,0.8135476082,7.390755574,9.534013955,1896,1,full_before_split,split_separate
brnn,0.8135102285,7.125896973,9.235591843,2508,1,full_before_split,split_separate
brnn,0.8134925263,7.102626649,8.921957193,2505,1,full_before_split,split_separate
brnn,0.8134900542,6.953918151,9.15614918,2072,1,full_before_split,split_separate
brnn,0.8134876199,6.992110549,8.943565165,3193,1,full_before_split,split_separate
brnn,0.8133824469,7.309782489,9.301427865,3153,1,full_before_split,split_separate
brnn,0.813326756,6.713466953,8.86673402,2819,1,full_before_split,split_separate
brnn,0.8132377283,7.527117319,9.413097002,2882,1,full_before_split,split_separate
brnn,0.8132208282,7.248001173,9.091068489,2278,1,full_before_split,split_separate
brnn,0.8132076215,7.385007779,9.160823445,2531,1,full_before_split,split_separate
brnn,0.8131727926,7.30528487,8.985840151,3214,1,full_before_split,split_separate
brnn,0.8129870809,7.106107478,9.151429399,3016,1,full_before_split,split_separate
brnn,0.8128738245,7.46942821,9.117803611,3613,1,full_before_split,split_separate
brnn,0.8128622582,7.009457666,9.162295495,2121,1,full_before_split,split_separate
brnn,0.812808542,7.019785791,9.211543597,726,1,full_before_split,split_separate
brnn,0.8126903069,6.945746665,9.029812497,1725,1,full_before_split,split_separate
brnn,0.8126471825,7.369377962,9.083691936,1723,1,full_before_split,split_separate
brnn,0.8126454693,7.149189421,9.004498368,1028,1,full_before_split,split_separate
brnn,0.8126270927,7.103585312,9.031540908,824,1,full_before_split,split_separate
brnn,0.81255869,7.60718962,9.502691743,274,1,full_before_split,split_separate
brnn,0.8125479617,7.064997142,9.417717901,2353,1,full_before_split,split_separate
brnn,0.8125134492,7.313399995,9.322078982,2755,1,full_before_split,split_separate
brnn,0.8124849497,7.374288833,9.331934905,51,1,full_before_split,split_separate
brnn,0.8124612731,7.154799097,9.227152393,963,1,full_before_split,split_separate
brnn,0.8124194381,7.261270796,9.195918255,2761,1,full_before_split,split_separate
brnn,0.8123750082,7.118726503,9.218254161,2289,1,full_before_split,split_separate
brnn,0.8123702255,7.106908048,9.108566739,1667,1,full_before_split,split_separate
brnn,0.8123374875,7.203026458,9.154121217,2742,1,full_before_split,split_separate
brnn,0.8122325555,7.037071967,8.960620608,3931,1,full_before_split,split_separate
brnn,0.8121324756,7.120703136,9.104537101,3300,1,full_before_split,split_separate
brnn,0.8120589678,7.178761682,9.134927567,3721,1,full_before_split,split_separate
brnn,0.8120256838,6.956412364,8.988971123,601,1,full_before_split,split_separate
brnn,0.8119581879,6.981714773,9.042062204,3239,1,full_before_split,split_separate
brnn,0.8118121134,6.913143677,9.107549089,465,1,full_before_split,split_separate
brnn,0.8117823604,7.136937084,9.456602821,2410,1,full_before_split,split_separate
brnn,0.8117820719,7.249222548,9.209840218,3468,1,full_before_split,split_separate
brnn,0.8116086993,7.406591812,9.322126057,1133,1,full_before_split,split_separate
brnn,0.8115705973,6.971570216,9.166130795,3221,1,full_before_split,split_separate
brnn,0.8115237285,6.913406621,9.263607954,1926,1,full_before_split,split_separate
brnn,0.8114762114,6.909216075,9.2058943,1412,1,full_before_split,split_separate
brnn,0.8112816068,7.018667476,8.961390256,3019,1,full_before_split,split_separate
brnn,0.8112731554,7.260325207,9.227228666,2368,1,full_before_split,split_separate
brnn,0.8111366317,7.148446772,9.005847465,2511,1,full_before_split,split_separate
brnn,0.8110006077,7.348656831,9.290380365,3650,1,full_before_split,split_separate
brnn,0.8109424031,7.07897506,9.103869425,3863,1,full_before_split,split_separate
brnn,0.8107090405,7.222658372,9.430598177,1057,1,full_before_split,split_separate
brnn,0.8106527162,6.885200505,9.094950872,3747,1,full_before_split,split_separate
brnn,0.8105796955,7.182336715,9.238854045,2241,1,full_before_split,split_separate
brnn,0.8105697942,7.410810726,9.284884071,3869,1,full_before_split,split_separate
brnn,0.8105506182,7.534600472,9.326798635,1726,1,full_before_split,split_separate
brnn,0.8105326527,7.18653902,9.42589932,3497,1,full_before_split,split_separate
brnn,0.8104691111,7.501552347,9.509421548,1755,1,full_before_split,split_separate
brnn,0.8104577538,7.364015,9.180930243,3514,1,full_before_split,split_separate
brnn,0.8103345145,6.903410644,8.832162207,1551,1,full_before_split,split_separate
brnn,0.8102754084,6.781878277,8.911911997,108,1,full_before_split,split_separate
brnn,0.8101543869,7.115959393,9.276568177,2675,1,full_before_split,split_separate
brnn,0.8101450196,7.160731741,9.230881147,3666,1,full_before_split,split_separate
brnn,0.810141842,7.07440429,9.260268855,830,1,full_before_split,split_separate
brnn,0.8101378976,6.851838609,8.872194,72,1,full_before_split,split_separate
brnn,0.8100986042,7.362666751,9.370345838,3174,1,full_before_split,split_separate
brnn,0.8098762744,7.222100665,9.394050778,406,1,full_before_split,split_separate
brnn,0.8096774301,7.208030037,9.176373473,225,1,full_before_split,split_separate
brnn,0.8096680731,6.729618486,9.082572422,1837,1,full_before_split,split_separate
brnn,0.8095825229,7.334104423,9.46419875,3477,1,full_before_split,split_separate
brnn,0.8095635748,7.299385673,9.390356296,3503,1,full_before_split,split_separate
brnn,0.8095355631,7.256406989,9.197553714,2221,1,full_before_split,split_separate
brnn,0.809446942,7.479509527,9.334893201,2946,1,full_before_split,split_separate
brnn,0.8092712212,7.673179552,9.463080569,3083,1,full_before_split,split_separate
brnn,0.8092657967,6.999335378,8.981943903,3400,1,full_before_split,split_separate
brnn,0.8092530157,7.123287644,9.06433457,2187,1,full_before_split,split_separate
brnn,0.8092145052,7.260548689,9.274888894,534,1,full_before_split,split_separate
brnn,0.8091791672,7.15749853,9.174980099,1298,1,full_before_split,split_separate
brnn,0.8091526308,6.72727986,8.928174376,3707,1,full_before_split,split_separate
brnn,0.8091501767,7.21350316,9.208547833,2540,1,full_before_split,split_separate
brnn,0.8090696212,7.098978914,8.881946611,2829,1,full_before_split,split_separate
brnn,0.8089341362,7.221848348,9.315919849,2791,1,full_before_split,split_separate
brnn,0.8089228861,6.896625729,9.043745236,153,1,full_before_split,split_separate
brnn,0.8088396097,7.147441557,8.961966075,1694,1,full_before_split,split_separate
brnn,0.8088333425,6.767147583,9.16197479,1991,1,full_before_split,split_separate
brnn,0.8087491545,7.074486527,9.173091793,2055,1,full_before_split,split_separate
brnn,0.8086561593,7.307205434,9.296232755,1598,1,full_before_split,split_separate
brnn,0.8085913193,6.847685268,8.850044635,897,1,full_before_split,split_separate
brnn,0.8085892252,7.357322247,9.406234847,2563,1,full_before_split,split_separate
brnn,0.8085876708,7.240383027,9.119049843,167,1,full_before_split,split_separate
brnn,0.8085527054,6.973272609,9.134244198,733,1,full_before_split,split_separate
brnn,0.8085452143,7.4583875,9.449865512,268,1,full_before_split,split_separate
brnn,0.8085373675,6.881658405,9.096497512,1351,1,full_before_split,split_separate
brnn,0.8084749535,7.460141866,9.450961749,2019,1,full_before_split,split_separate
brnn,0.8084697292,6.926026108,9.092213059,1465,1,full_before_split,split_separate
brnn,0.808446239,7.57851762,9.519562713,2331,1,full_before_split,split_separate
brnn,0.8083862443,7.569805605,9.282523455,240,1,full_before_split,split_separate
brnn,0.8083676289,7.059920705,9.325326844,1417,1,full_before_split,split_separate
brnn,0.8083637918,7.217376377,9.210656553,1767,1,full_before_split,split_separate
brnn,0.8083406281,7.544498562,9.256726598,404,1,full_before_split,split_separate
brnn,0.8082755847,7.452970506,9.301522267,735,1,full_before_split,split_separate
brnn,0.8082410715,7.075190209,9.245336918,1959,1,full_before_split,split_separate
brnn,0.8082322537,7.353013589,9.452674504,2671,1,full_before_split,split_separate
brnn,0.8082223436,6.933207354,8.94386781,1990,1,full_before_split,split_separate
brnn,0.8082140372,7.06873438,9.058061905,3231,1,full_before_split,split_separate
brnn,0.8080790691,6.9045944,8.865158236,703,1,full_before_split,split_separate
brnn,0.8080371142,7.041741112,9.264699298,156,1,full_before_split,split_separate
brnn,0.8079467673,7.045114611,9.172722739,3916,1,full_before_split,split_separate
brnn,0.8079408502,6.940914669,8.994024848,2813,1,full_before_split,split_separate
brnn,0.8078499329,7.316265875,9.380909195,313,1,full_before_split,split_separate
brnn,0.807835683,7.405542054,9.410985644,1174,1,full_before_split,split_separate
brnn,0.8077943637,7.538356748,9.721539841,2615,1,full_before_split,split_separate
brnn,0.8077442836,7.294521714,9.289806006,2460,1,full_before_split,split_separate
brnn,0.8077145429,7.311202286,9.326056158,869,1,full_before_split,split_separate
brnn,0.8076750344,7.315925119,9.565601825,2696,1,full_before_split,split_separate
brnn,0.8076606111,7.01100559,9.105471145,3574,1,full_before_split,split_separate
brnn,0.8075876426,7.451041311,9.325508469,1428,1,full_before_split,split_separate
brnn,0.8075656843,7.21540578,9.231610745,105,1,full_before_split,split_separate
brnn,0.8074573632,7.239664186,9.218183537,2222,1,full_before_split,split_separate
brnn,0.8073318345,7.064707978,9.1681393,2684,1,full_before_split,split_separate
brnn,0.8072664497,7.128251815,9.30433047,3966,1,full_before_split,split_separate
brnn,0.8072534957,7.288437868,9.453242816,592,1,full_before_split,split_separate
brnn,0.8072052368,7.266620949,9.481924023,299,1,full_before_split,split_separate
brnn,0.8071054771,7.296335747,9.326308923,2657,1,full_before_split,split_separate
brnn,0.8070550804,7.076057811,9.067510371,3499,1,full_before_split,split_separate
brnn,0.8070524073,7.354326004,9.257626432,3976,1,full_before_split,split_separate
brnn,0.8070248077,7.271482858,9.426964969,2325,1,full_before_split,split_separate
brnn,0.8070062769,6.918421392,9.230391018,425,1,full_before_split,split_separate
brnn,0.8069816627,7.152909022,9.401467587,184,1,full_before_split,split_separate
brnn,0.8069788719,7.124497108,9.236888468,1907,1,full_before_split,split_separate
brnn,0.8069776209,7.363406379,9.740023184,2816,1,full_before_split,split_separate
brnn,0.8069760935,6.924620328,8.961641313,3317,1,full_before_split,split_separate
brnn,0.8069505008,7.630777258,9.575258485,1620,1,full_before_split,split_separate
brnn,0.8069405879,7.118887914,9.390186027,2772,1,full_before_split,split_separate
brnn,0.8068568382,6.774720902,9.340916561,1853,1,full_before_split,split_separate
brnn,0.8068464031,7.624165749,9.434080994,2415,1,full_before_split,split_separate
brnn,0.8068302032,7.360163339,9.222636546,2929,1,full_before_split,split_separate
brnn,0.8068057958,6.786099182,8.978302123,23,1,full_before_split,split_separate
brnn,0.8067510411,7.135744822,9.263640025,2125,1,full_before_split,split_separate
brnn,0.8067180802,7.30535175,9.406114265,1306,1,full_before_split,split_separate
brnn,0.8067015832,7.523765211,9.694464197,2948,1,full_before_split,split_separate
brnn,0.8066366524,7.172829208,9.268206493,2698,1,full_before_split,split_separate
brnn,0.806582709,7.191273846,9.42369698,1925,1,full_before_split,split_separate
brnn,0.8065372144,6.982369294,9.432370467,861,1,full_before_split,split_separate
brnn,0.8065173772,7.253204769,9.19809866,3695,1,full_before_split,split_separate
brnn,0.8065094094,7.4869131,9.37906491,1187,1,full_before_split,split_separate
brnn,0.80649078,7.418371452,9.306320318,2628,1,full_before_split,split_separate
brnn,0.8064205323,7.545902702,9.451394905,1938,1,full_before_split,split_separate
brnn,0.80640508,7.188459395,9.364999239,1824,1,full_before_split,split_separate
brnn,0.8063740401,7.302035561,9.60409731,2355,1,full_before_split,split_separate
brnn,0.8063416893,7.302092485,9.563128307,3155,1,full_before_split,split_separate
brnn,0.8062529246,7.154908517,9.225393438,2303,1,full_before_split,split_separate
brnn,0.8061881766,6.943219906,9.60575458,255,1,full_before_split,split_separate
brnn,0.8060215203,7.229483477,9.327304945,3279,1,full_before_split,split_separate
brnn,0.8059894555,6.985787593,9.231420219,2452,1,full_before_split,split_separate
brnn,0.8059746132,7.294293368,9.330683494,2894,1,full_before_split,split_separate
brnn,0.8059561665,7.109141631,9.148707206,1388,1,full_before_split,split_separate
brnn,0.8059241165,7.070877638,9.222414421,3288,1,full_before_split,split_separate
brnn,0.8059036611,7.410917704,9.370282771,2554,1,full_before_split,split_separate
brnn,0.8058999132,7.638767169,9.597952718,3620,1,full_before_split,split_separate
brnn,0.8058689746,7.229546665,9.509739674,3537,1,full_before_split,split_separate
brnn,0.8058535964,7.410886656,9.499665554,1107,1,full_before_split,split_separate
brnn,0.8058409222,7.161660357,9.154685393,1609,1,full_before_split,split_separate
brnn,0.8058402626,7.408991913,9.550755714,1195,1,full_before_split,split_separate
brnn,0.8057615223,7.43954933,9.425243867,2172,1,full_before_split,split_separate
brnn,0.8057458979,7.087584262,9.476518053,840,1,full_before_split,split_separate
brnn,0.805742209,7.705732905,9.528445124,1470,1,full_before_split,split_separate
brnn,0.8054070834,7.490300425,9.465402541,3673,1,full_before_split,split_separate
brnn,0.805320426,7.039181241,9.486617613,950,1,full_before_split,split_separate
brnn,0.805294054,6.922347242,9.066069935,365,1,full_before_split,split_separate
brnn,0.805292266,7.122138559,9.42684623,3126,1,full_before_split,split_separate
brnn,0.8052161257,6.916806622,9.103820681,1497,1,full_before_split,split_separate
brnn,0.8051347877,7.114791169,9.158021129,1643,1,full_before_split,split_separate
brnn,0.8051263172,6.925903312,9.400795044,1192,1,full_before_split,split_separate
brnn,0.8050969967,7.225889044,9.268358234,618,1,full_before_split,split_separate
brnn,0.805036553,6.964729841,9.344928985,3665,1,full_before_split,split_separate
brnn,0.8050072481,6.853832371,9.185942402,1193,1,full_before_split,split_separate
brnn,0.8049767101,7.474250248,9.76733647,399,1,full_before_split,split_separate
brnn,0.8049602062,6.959620404,9.107313908,1079,1,full_before_split,split_separate
brnn,0.8049563935,7.353661444,9.493187607,219,1,full_before_split,split_separate
brnn,0.8049462242,7.077910397,9.322249493,3585,1,full_before_split,split_separate
brnn,0.8048654575,7.104182175,9.251049716,2291,1,full_before_split,split_separate
brnn,0.8048372366,7.132523425,8.97612265,2853,1,full_before_split,split_separate
brnn,0.8048350529,7.109059876,9.674696554,2830,1,full_before_split,split_separate
brnn,0.8047823549,7.109926454,9.132497668,257,1,full_before_split,split_separate
brnn,0.8047732501,7.177233868,9.02785483,378,1,full_before_split,split_separate
