GSM,sex,age,cg18335796,cg06281795,cg20989777,cg25492971,cg08992872,cg12402251,cg13889963,cg26290632
GSM2333916,0,59,0.554432255020994,0.0418259764965365,0.0764937775615124,0.884446529202749,0.116281348337728,0.0982183315457929,0.302212385449575,0.277311574148645
GSM2333917,1,80,0.661966062644878,0.0315681832599938,0.219739660655998,0.939766674135587,0.1489404674299,0.142432923516236,0.315119573963112,0.282448053608581
GSM2333918,0,60,0.580101601630393,0.0337044503175996,0.100760733402761,0.924011960914121,0.18399111298008,0.179585629321388,0.250920325582864,0.269458689545265
GSM2333919,1,55,0.584539074407909,0.0270042136278085,0.10368964269246,0.937708829181516,0.106485485553456,0.135520676261933,0.392615772025076,0.259508818757468
GSM2333920,0,63,0.604923925377707,0.0384550806214794,0.0965050315836178,0.889881752139492,0.13802900538247,0.179656536396369,0.336526110231951,0.285528419691581
GSM2333921,0,29,0.565206382130996,0.02920381090563,0.0887730484300302,0.916136597324635,0.0860198240403558,0.109161109545233,0.232883236662505,0.206572049249744
GSM2333922,1,68,0.592301537707793,0.0341849462622527,0.0941187835676189,0.932022239553502,0.206329710143872,0.140722573235085,0.256683294327702,0.282789549227344
GSM2333923,0,22,0.491166870567441,0.0356391753429053,0.0863603702723592,0.913741685511816,0.097015842685675,0.098149587231675,0.294427683595168,0.165078179772955
GSM2333924,1,16,0.490260952831003,0.0262442092146327,0.0907389893665179,0.934384783093665,0.0676965260344374,0.0752710661737133,0.229881220418472,0.125977340431149
GSM2333925,1,75,0.610891019497138,0.0350514257968042,0.0942134316230067,0.925133562073242,0.155342498046959,0.12390470882158,0.216296860106025,0.338565658040567
GSM2333926,0,16,0.559223949060764,0.0290080878782455,0.0985921059711379,0.925873945364735,0.0708774629473867,0.111104840582904,0.266596685446933,0.127493158296658
GSM2333927,1,74,0.558046978389696,0.0333254505085106,0.0814783469824788,0.898641611954931,0.123227280468433,0.176041598696685,0.290325680116014,0.32242374438967
GSM2333928,1,63,0.548936026658029,0.0255325476017712,0.141042447230184,0.904713447599302,0.140987870165695,0.137399477601666,0.255875271579039,0.281270250678704
GSM2333929,1,38,0.502869596227199,0.0384205115408329,0.0901934764414698,0.908021436985041,0.105690868457704,0.093530666628391,0.319198597395028,0.175373138289659
GSM2333930,1,64,0.552976769546513,0.0302720736712507,0.115958431359079,0.933462093697315,0.127495830965841,0.131156394004018,0.271020000480396,0.243969951029361
GSM2333931,1,68,0.646592415655162,0.0270417620272003,0.121653572036808,0.94539150758845,0.245066378934018,0.143542619558957,0.422487105969362,0.28514169457438
GSM2333932,1,45,0.553446202112795,0.0276552795758977,0.0547335198783365,0.920412268246985,0.0917325356143467,0.131359130719337,0.303120086119288,0.229631976673185
GSM2333933,0,80,0.702800394103596,0.0353080889487625,0.113012355798306,0.890722072052489,0.187381882310469,0.140590576755669,0.292669702121018,0.363300245444661
GSM2333934,1,46,0.5174705596865,0.034105438582082,0.0906284302135633,0.889352188414995,0.079112328333277,0.127735627637498,0.26358372329127,0.160308626925427
GSM2333935,0,82,0.718722340299122,0.0292569502963456,0.0844312558027398,0.92149408844804,0.144376557476343,0.321638106096155,0.264023593520259,0.278620993250609
GSM2333936,1,58,0.55404056931926,0.0317826114371087,0.104853559574221,0.915920817261963,0.129341949943735,0.157248141051766,0.308114860235595,0.23637904082136
GSM2333937,1,69,0.734147116899304,0.0289956853472245,0.265011006453082,0.904190984973857,0.221344932118905,0.142747663065168,0.252526353207719,0.337027072802709
GSM2333938,1,23,0.486039203396468,0.0287984746064882,0.0937276556741148,0.92727223299706,0.0559452019234206,0.10686785691903,0.242289897182245,0.141962287344513
GSM2333939,1,59,0.581867136093656,0.0356830002480244,0.07701615836176,0.90530446155672,0.103496210984818,0.145362838856424,0.257256760616287,0.246477517936313
GSM2333940,0,79,0.642139107395182,0.029442669797958,0.106831866752855,0.932292829979279,0.216711689132799,0.148114333975279,0.24293335687447,0.334483047300037
GSM2333941,0,66,0.561063230225442,0.0236508785642296,0.129919132789918,0.928775637935916,0.12012900989804,0.181064257030535,0.250940683065588,0.274869694908599
GSM2333942,1,71,0.605910991420818,0.0343460488701141,0.187078122433344,0.887132501626637,0.18143319184395,0.244560459981085,0.29485094079944,0.39489137704067
GSM2333943,1,55,0.572478240609636,0.0296330231949822,0.075355222591707,0.90815432782741,0.0801183641274106,0.0891421508329538,0.312326064291377,0.200861473484002
GSM2333944,0,62,0.58144002485722,0.0329627960384011,0.126976824126874,0.885992111693046,0.136505638619455,0.139042480763338,0.280806884774148,0.287239821701417
GSM2333945,1,57,0.522652811292877,0.0422664745731286,0.06220030319557,0.901483102001549,0.0948515346872385,0.106288192279985,0.276612167859986,0.211003057190752
GSM2333946,1,50,0.566259839889268,0.0292136598180822,0.0797384856668154,0.91561453973419,0.072312850635317,0.121281322164606,0.282476039499603,0.209929255691795
GSM2333947,0,48,0.476427278417898,0.0206232176880487,0.0901932053460368,0.939565563999407,0.0826454511757894,0.118175113035193,0.249733460218473,0.151402920786296
GSM2333948,0,39,0.581207068591848,0.0223012244910871,0.082647201206715,0.923851076945357,0.106110706004385,0.113643655712403,0.24187260201579,0.221009775832387
GSM2333949,1,81,0.563794491253905,0.0324940682110634,0.0931052661642359,0.89691557405317,0.1169740677638,0.146263456486394,0.273024767863312,0.32256055507961
GSM2333950,0,81,0.652893574317225,0.0390905883629693,0.0889829945556354,0.916075563601573,0.239697667555765,0.127050720683389,0.270705313775003,0.36092016390622
GSM2333951,1,91,0.567557877670854,0.0367788553599457,0.108906571153244,0.899604834824298,0.138257984577301,0.139459513126026,0.299375469711886,0.32188471391088
GSM2333952,1,15,0.526095058065109,0.0291887794929937,0.0949872021999692,0.921859379150612,0.0542375146170862,0.114763083140509,0.229764835518718,0.159596818254078
GSM2333953,1,57,0.516165514330514,0.0334324078037272,0.112636764674685,0.908523042830822,0.112210462118166,0.127517188273446,0.199371997016713,0.225698288868298
GSM2333954,1,45,0.512527044878559,0.0271038754711144,0.090379236692631,0.934760641341423,0.0977315895630431,0.114396691089715,0.2738426442292,0.215607621762999
GSM2333955,0,45,0.570184034811815,0.0312940523167166,0.0925125419838972,0.926409828922328,0.0838300384623318,0.139719742845465,0.285369393115946,0.177443673030278
GSM2333956,0,28,0.547589753233246,0.0275455507893047,0.125023862476649,0.911366762600657,0.10388855130667,0.121134470450028,0.270851972602258,0.207902903885607
GSM2333957,1,37,0.517790952282418,0.0227041033793185,0.0914064408083427,0.933261224465695,0.0758492204466439,0.125199053928713,0.241784232029611,0.200051566329469
GSM2333958,0,69,0.544215743085177,0.0363887208746566,0.16615828292581,0.932393305297517,0.140197779621783,0.146941219850315,0.329538172130777,0.268290151178036
GSM2333959,0,25,0.594232669506006,0.0401627851682497,0.106226334695988,0.914359531678115,0.0882485330461317,0.0889178299103132,0.319788231730922,0.137437901388183
GSM2333960,1,66,0.601008472213631,0.0277723140270004,0.114103316169604,0.921352630637682,0.158225789825609,0.154394611067308,0.235317445677885,0.252014738316671
GSM2333961,1,22,0.513976812658421,0.0296059278334185,0.107567040668683,0.906326412619321,0.0877618098096193,0.0988059040173662,0.248391925198649,0.135446633420585
GSM2333962,0,23,0.493959518250079,0.0311441797723932,0.0717869685086152,0.935323993249566,0.0898546842142855,0.106679359645506,0.291150879183046,0.182929197863043
GSM2333963,0,17,0.565946172674756,0.0299400129577679,0.0908148473549351,0.91054016623556,0.0735900804673803,0.0809724842605222,0.32749183493968,0.186114004462254
GSM2333964,0,17,0.546138420910384,0.0284866914243789,0.0926204255510948,0.924916540147742,0.0598179819817822,0.127410212995175,0.245333087613328,0.143075218493981
GSM2333965,0,21,0.499727199714789,0.0282848180783199,0.0853326528497616,0.884710859015923,0.0752280022043214,0.0919599006110353,0.239340680512998,0.154610933892679
GSM2333966,0,82,0.479624676890409,0.0265003811343336,0.272930897369733,0.924098437978203,0.102459563196874,0.157408766316939,0.290340880336463,0.282499001113693
GSM2333967,1,62,0.570434190330042,0.0328911344442188,0.0795453250038235,0.917585825821524,0.145413210137922,0.173030126690239,0.311761893899445,0.283583790881991
GSM2333968,0,68,0.666248480603592,0.0378114352861245,0.117202776406947,0.89794984741331,0.24016469511449,0.156092111977762,0.261871897704047,0.414408403640116
GSM2333969,0,45,0.551457572729269,0.0326079945077944,0.0922530376602733,0.896562833811933,0.1036736037269,0.149950480990819,0.228329935239878,0.211308768702983
GSM2333970,0,42,0.546282983744043,0.0368194158125887,0.10634141244862,0.910020835894315,0.100502344080513,0.151232020327717,0.272977108477172,0.211981192605683
GSM2333971,0,68,0.545695314380635,0.0338920984336603,0.111464486010607,0.893091334004877,0.140189414701736,0.175834573367069,0.284821231993424,0.280819934268555
GSM2333972,1,40,0.511208920743809,0.0331461333176268,0.092389919623614,0.91018376533068,0.113890074732033,0.129728567926285,0.319556428123508,0.205509179683048
GSM2333973,0,44,0.552417346379205,0.0330572601919431,0.100981118711321,0.899017200851261,0.0846380974314768,0.132774835271008,0.328455324693,0.242176587588446
GSM2333974,1,22,0.49283068367484,0.0301412096606645,0.0848350329811804,0.915297471200031,0.060589970753139,0.108980115322495,0.280030913600389,0.126080904503365
GSM2333975,0,23,0.598019346640204,0.0222502188879802,0.112656190538225,0.911902808833232,0.0874661316634317,0.104768129166171,0.277596247997969,0.143462336541742
GSM2333976,1,25,0.48068619444116,0.0362911329231565,0.0674174749151536,0.897370334078441,0.103172034158876,0.110565721941096,0.262366352563592,0.159257510182449
GSM2333977,1,45,0.57854466072345,0.0296200690675004,0.118734854060584,0.921442487443299,0.108040760623979,0.137838853732744,0.283139357743869,0.211803059284198
GSM2333978,0,40,0.513452859392949,0.0338427111667339,0.0882004760778612,0.909082027635012,0.0621058054888942,0.115277534563427,0.283048593286763,0.184414791581061
GSM2333979,1,81,0.618809514869313,0.051411710259193,0.109526609946983,0.890544866688841,0.15641925250024,0.145918505763413,0.326110827181337,0.255147152346222
GSM2333980,1,32,0.484985523857689,0.0262954368240851,0.102583987347092,0.917769217242273,0.0666511749842118,0.0897240682574143,0.306964530600897,0.191181222208152
GSM2333981,1,28,0.50196643669081,0.0263870005462728,0.102258234643464,0.912822819500361,0.118311696545646,0.105290630729335,0.283258887469102,0.163503547245877
GSM2333982,1,19,0.490579288008935,0.0225353596536013,0.0835143741999927,0.937467244146441,0.0794911752997679,0.12592688261413,0.238272314175219,0.149864788999034
GSM2333983,1,16,0.458315603779381,0.025818109501519,0.0818576261489198,0.932870285759524,0.0910937886812865,0.109808261586171,0.280456804843647,0.148365516845144
GSM2333984,1,18,0.458982008340372,0.0285303617175151,0.0944892559473173,0.917965752845333,0.0503791451404322,0.108228368185122,0.224400084774717,0.140493884857797
GSM2333985,0,19,0.455963414209265,0.025195206900125,0.0994351389521548,0.932024058171694,0.0642641463269773,0.120863241720787,0.240227696266891,0.132410515148167
GSM2333986,1,18,0.520371057609982,0.0322777524252192,0.0970130644496362,0.914036787080784,0.0759895010031491,0.108191974350691,0.299611509122988,0.126351543724022
GSM2333987,0,18,0.492198902809448,0.0316856178601531,0.0820316575327104,0.924585005233216,0.0746278519489863,0.103402273369483,0.262472690168205,0.188317529093011
GSM2333988,1,18,0.501099496339676,0.0265165284895216,0.0795166808505009,0.927205696573504,0.0711020701068392,0.0995870127812202,0.255320283981685,0.142803056887727
GSM2333989,0,18,0.502598796613966,0.0293887252400686,0.117753043907897,0.935560301863467,0.0624692616652582,0.10114474840217,0.28221240888467,0.147335711441308
GSM2333990,1,17,0.495834153894307,0.0280202817246861,0.107146326659119,0.928797527974717,0.0622577529044732,0.103944627962576,0.22096622411959,0.1759045128277
GSM2333991,1,82,0.627100591426181,0.0314496112708815,0.112211319244107,0.908818965034812,0.211311088062478,0.142619696718805,0.26662817908066,0.390733501189318
GSM2333992,1,35,0.528207498438505,0.0262044878181202,0.102998427246327,0.930525759031225,0.101037911749175,0.13305080547554,0.261295339867926,0.189375094540695
GSM2333993,1,39,0.483372787656058,0.0362411277982642,0.0705109672959723,0.928391060600958,0.0536222453712708,0.112618593277402,0.259847984532224,0.186133161387987
GSM2333994,1,49,0.535077339830415,0.022359695203312,0.0958135245317342,0.928573743277439,0.0862912884291241,0.206343622956999,0.24334422197475,0.21450989887823
GSM2333995,0,45,0.526930190838848,0.032560127747179,0.0922150481288793,0.895587593995647,0.101163342202719,0.129912681290592,0.301090617014035,0.208196152462363
GSM2333996,1,42,0.562782636481523,0.0237341577213801,0.102988573637332,0.928829207239926,0.0788754948421531,0.127366863003993,0.236883810845023,0.179976686637704
GSM2333997,0,18,0.496529141089493,0.0284524237812415,0.101930281730302,0.923403293018544,0.0876204300501658,0.126352290357949,0.225694958989314,0.0955031691483316
GSM2333998,1,32,0.488602373121366,0.0263763402100509,0.0964602474701308,0.935920110015906,0.0592752132222692,0.11567147020265,0.293218558933618,0.1765728815656
GSM2333999,0,18,0.56068181853387,0.036451522155216,0.117262963910965,0.918929503436892,0.093069055501664,0.107253224527017,0.251908061958369,0.141189674292834
GSM2334000,1,40,0.540647822461869,0.0305168257784713,0.0809831921129223,0.90950614517425,0.0770975525032878,0.122237021295795,0.236042842604208,0.190083530508893
GSM2334001,1,43,0.520291922180295,0.0310787188187596,0.10800640883215,0.929770402531597,0.105439020212993,0.160932719350647,0.278537748537827,0.222809884983385
GSM2334002,1,44,0.568657535115771,0.026752270507896,0.0988427100346534,0.923321843508755,0.110812731802845,0.154220447378546,0.282009240232496,0.219320911396274
GSM2334003,0,46,0.520653162361526,0.0273767800988076,0.121635241106049,0.938495363865866,0.121635851657567,0.144208611461924,0.277297270198526,0.2321123714652
GSM2334004,1,79,0.51135747688043,0.0368146072223234,0.142433469717268,0.926893330173542,0.128588866758709,0.322730770579014,0.395835769116896,0.239278470959028
GSM2334005,0,71,0.673888274445484,0.030547065196421,0.111341870667993,0.901556640417431,0.135450646596911,0.14153282919719,0.292778040243409,0.261709002573128
GSM2334007,1,68,0.634414074131135,0.0289150967116379,0.0936684869651344,0.91341265631603,0.138759464749355,0.14785180167238,0.229480202757966,0.308512984132424
GSM2334008,0,41,0.472586657676576,0.0335460802153198,0.0931309544732636,0.900015834951025,0.0933487618001919,0.134533475610425,0.269771997598151,0.200725901244333
GSM2334009,1,62,0.547927016201267,0.0256114279923643,0.0810756860881165,0.917272734484286,0.106619864279037,0.137516600193144,0.229856143397797,0.2553874308704
GSM2334010,1,47,0.563335131518208,0.0267107516836488,0.120903913623227,0.936168873917725,0.0931522017298442,0.121752905185972,0.257236498858503,0.244187289888251
GSM2334012,0,51,0.674537901883574,0.0253210453074487,0.0934375569427464,0.916242310091425,0.209497379771662,0.135655792519877,0.239692310776616,0.352140336192297
GSM2334013,0,53,0.543990392085089,0.0360867022939332,0.0921072182644205,0.860251216452138,0.0917674837292385,0.120563243974812,0.282909046022126,0.228790641354872
GSM2334014,0,79,0.562100976655956,0.032519885186026,0.0779493645013969,0.918188323487137,0.140447509757782,0.142650956915676,0.274490465432758,0.283099026006483
GSM2334016,1,68,0.546131889285488,0.0317436280957039,0.0814373679346276,0.888081980600724,0.104755438878827,0.134123753829764,0.25476794564295,0.253224945544477
GSM2334017,0,50,0.553094049416657,0.032569033189666,0.109806468322096,0.910216910893443,0.0924530196473007,0.115064793145196,0.297533413515618,0.218866122929209
GSM2334021,1,55,0.604973491960423,0.0317058940304433,0.0627523928505874,0.914201527177178,0.115693737571049,0.141442223641639,0.186499611751581,0.267030334312242
GSM2334022,1,22,0.480263070254259,0.0342934299795205,0.0919990927085717,0.926935378125936,0.0816418912974923,0.127006513473613,0.271537118520922,0.162247985277789
GSM2334023,0,27,0.485834647990796,0.0290609151899122,0.0899978409222288,0.920852658584441,0.104398522562345,0.119318281638142,0.317391971819132,0.189306503062624
GSM2334024,1,15,0.457614565977835,0.0290513893243746,0.122663969567687,0.90245861611032,0.0509814649869939,0.0801111795523641,0.214138247930301,0.11075763345236
GSM2334025,1,26,0.536890341588643,0.0388761346850965,0.0929513215301617,0.921324344041767,0.0622591625164631,0.0935884439767246,0.290026600695181,0.192532710707482
GSM2334026,0,47,0.653449220656087,0.0319285901916058,0.105166846942401,0.917425874960093,0.150472808560974,0.12305799052016,0.245082110343178,0.245184717940474
GSM2334027,1,43,0.52524407965506,0.0277367048407718,0.110424950478095,0.921762352274007,0.0893628037926522,0.132796550693586,0.242758756806906,0.192304121998657
GSM2334028,1,49,0.497806228719498,0.0234007396757188,0.0830358208791753,0.924247574786078,0.11374346995185,0.132311023146501,0.316258151754403,0.237074517457465
GSM2334029,1,61,0.604571740480175,0.0370202556041802,0.0928858451198123,0.868825676013971,0.137577834891495,0.161671478936143,0.258168226999409,0.2708259553398
GSM2334030,0,80,0.541663970343343,0.0301760600425035,0.0832751401812897,0.917721449132215,0.141723434272625,0.139711318174789,0.318960713951317,0.317389924445462
GSM2334032,1,74,0.568195478979506,0.0339115953279563,0.247010219658152,0.907122246753796,0.126387509809887,0.106380450213182,0.343482336812742,0.289227916188367
GSM2334033,1,64,0.537710169214625,0.0265576306341819,0.0909203415166329,0.916560676949734,0.0721352128573715,0.158606228222094,0.195144717636194,0.228568533237114
GSM2334034,1,31,0.549698196574855,0.0254740382799279,0.0889449263895363,0.916497278004341,0.119143452734031,0.112939004858425,0.240776296259857,0.19690667069414
GSM2334035,0,17,0.541600110801637,0.0275023902559766,0.0848838271381142,0.887789682942985,0.0840652793935628,0.102745792817445,0.319596937659135,0.226298974312255
GSM2334036,0,33,0.517733582889386,0.0368063864057086,0.0732086988255924,0.87607539180101,0.166889591919826,0.12594283801282,0.339070432113928,0.23499269164446
GSM2334037,0,76,0.554570144798992,0.0301331305234484,0.0766880482699938,0.84559068456714,0.149515496245702,0.165336964176876,0.306872580290842,0.321007753069893
GSM2334038,0,48,0.626031775260049,0.0316738056942673,0.11690979878161,0.915786271664052,0.188437202549956,0.143109286834834,0.302181390778308,0.339471342777848
GSM2334039,0,20,0.539125023226157,0.0320374931233156,0.0828793849093645,0.89670058773193,0.0687494631603746,0.122624765996495,0.291930611208366,0.166165165844452
GSM2334040,0,67,0.518886982342671,0.0262703996672881,0.0897039059568114,0.917490041669845,0.147056238766173,0.161496622846368,0.257024432020239,0.312329521777815
GSM2334041,1,55,0.546166196706797,0.0381051172735093,0.104938604449347,0.904300446933514,0.115853623600225,0.134710430169196,0.347631556402283,0.248993125303194
GSM2334042,0,43,0.506273815933613,0.0278013303716915,0.11078304392128,0.926114218365202,0.0961171308214305,0.138605836154933,0.286155217264849,0.183510807879038
GSM2334043,1,56,0.634144400789203,0.044332494153042,0.130069381090576,0.903240931713253,0.171603124124257,0.13132525112693,0.260110961355053,0.247708348892111
GSM2334044,0,63,0.694208836175889,0.0382572316146444,0.0720586398401855,0.914368265798402,0.103157793680587,0.160497495151642,0.239589063519881,0.291144630790155
GSM2334045,1,20,0.499311607921125,0.0329742859831069,0.100999391287857,0.934192983175013,0.0725470127948643,0.119148624952186,0.269740578220208,0.135810580225685
GSM2334046,1,75,0.762317892660607,0.0389722012487381,0.0744497323449961,0.914530674039278,0.211907401987523,0.393512447930956,0.25529601016356,0.338290999795914
GSM2334047,0,65,0.627510445733273,0.0328368148124747,0.0957439116540313,0.898292984696302,0.225537055926798,0.132659671394628,0.374790021488309,0.291343996211141
GSM2334048,0,77,0.678280279769143,0.0325772942099929,0.11652364386431,0.929468848656027,0.238186980376496,0.176942515363169,0.323388317960165,0.340044564557906
GSM2334049,0,26,0.560029118331259,0.0268852602409001,0.106331808586556,0.915431968274791,0.132559564276988,0.131481949343696,0.230044719133833,0.223131970384928
GSM2334050,0,69,0.540475873690243,0.0312766228685361,0.0945067381093741,0.922324249813968,0.0978773804121462,0.124078306701577,0.334458378046399,0.265869069859526
GSM2334051,0,64,0.66991250753548,0.0331662159361833,0.111836619303617,0.89562387303734,0.169221487461372,0.158306557375609,0.324437287874173,0.292912478224974
GSM2334052,1,43,0.497736782394828,0.0267807488634582,0.0810455602958019,0.92068882912453,0.126362711507657,0.103846172004959,0.34385778962813,0.202343450372066
GSM2334053,1,39,0.526285063451905,0.0226563723322629,0.064576801297005,0.908999220134006,0.101179550482172,0.163306635610342,0.234141017214278,0.21827371122919
GSM2334054,0,74,0.555217981671966,0.0283807919592729,0.0907298068523019,0.894728870922904,0.0734267708459015,0.140643136737139,0.245384934486494,0.263690442287095
GSM2334055,0,44,0.530062814404106,0.023647361749796,0.0887948938212844,0.919759858569416,0.0735246752480636,0.100910954734607,0.195485479586729,0.211190341656686
GSM2334056,0,47,0.594863537324327,0.0352783304655998,0.090214395618797,0.90456185457183,0.146622215890799,0.167540494242268,0.251458427012406,0.231904957791394
GSM2334057,1,17,0.536541627368529,0.0322160686206227,0.0882932401773641,0.911381646925778,0.0568807569468972,0.0881571046127083,0.18435974563466,0.167201620047935
GSM2334058,0,19,0.513380869219306,0.0256691268901751,0.0852270885762727,0.930023242171132,0.0942017360203034,0.110681916228911,0.297299956514052,0.146010018634588
GSM2334059,1,15,0.516340378392302,0.0222815387497132,0.0690674137750519,0.907838141461069,0.0607599242654968,0.103804371874756,0.217369927862916,0.159636023753694
GSM2334060,0,26,0.503396864678771,0.0228628111671774,0.0545566758658081,0.926893110826669,0.070306030125558,0.103450403548784,0.20919287141458,0.143463730007819
GSM2334061,1,18,0.426457641038675,0.0309581314513858,0.098604688018947,0.911653702416498,0.0498359920142422,0.0852636384337877,0.17410615743682,0.100464409279234
GSM2334062,0,17,0.496283634219083,0.0272985673253487,0.0895282880128277,0.916177158960574,0.0508533328839533,0.112074875792876,0.270979802025766,0.137076935092375
GSM2334063,0,80,0.613340475083577,0.0386994214662566,0.0945772034674533,0.892181346905378,0.173408702275889,0.173929269264404,0.281885239510952,0.294364081265315
GSM2334064,0,79,0.578059258900147,0.0387068040303868,0.0862365119335322,0.889619973397047,0.127394824298098,0.174875317333678,0.320735853763086,0.453224702004478
GSM2334065,1,71,0.530013243657448,0.0309010973771795,0.114704729605739,0.90231741831439,0.112592865183155,0.148545129583655,0.236936412319947,0.263677978141684
GSM2334066,1,42,0.532033140110387,0.028426747442194,0.105415181291802,0.923177462476425,0.0653123537455229,0.106593405892168,0.250732450390997,0.189791984723075
GSM2334067,1,14,0.487474418932025,0.0251545205220091,0.0809057953647897,0.900639568252267,0.0648237522445141,0.111815529399912,0.204727073243478,0.114900656677664
GSM2334068,0,53,0.586070324955413,0.0294375746870499,0.122307678680007,0.925830983782609,0.119839041865804,0.142235902037468,0.255614851004546,0.279376991011817
GSM2334069,1,76,0.505894542358769,0.0260384320395749,0.0839013134473771,0.909159740585987,0.119730886792705,0.135964453090874,0.244799393995056,0.291521465863545
GSM2334070,0,46,0.520652179944734,0.026094745434379,0.119630679773503,0.922054086918161,0.103231456853556,0.135438226732188,0.247259972439592,0.215664321402644
GSM2334071,0,27,0.538893848708943,0.0272344448691537,0.102521527182272,0.910986884086267,0.0746033240922367,0.0960053981963331,0.224631184183037,0.135207176031609
GSM2334072,1,22,0.506380679224331,0.0455849031911224,0.0799005295000089,0.896708781978358,0.0997665412186342,0.0932074496294142,0.297481455017467,0.143311302558181
GSM2334073,1,44,0.586110418361866,0.0302561284764927,0.110499741688272,0.925251741766099,0.11629281694962,0.137105693214519,0.25386128686609,0.245487076181992
GSM2334074,1,40,0.526590931488119,0.0296231814257201,0.0741729505846976,0.914482488041499,0.138061827521532,0.157570143528117,0.238461389628693,0.208346556588083
GSM2334075,1,50,0.531587640892855,0.0358733502599382,0.0930725151877154,0.880658875911501,0.0556337376253483,0.107370350113212,0.320610291686205,0.212822971128683
GSM2334076,1,67,0.630518202872353,0.0330862933085743,0.0872292442453982,0.904325372277283,0.112192117220831,0.103088938761096,0.298557944667389,0.258089254859704
GSM2334077,0,49,0.557540822507316,0.0286364997676828,0.110518028807486,0.923485385719818,0.144890123160591,0.14123256545577,0.278880022890066,0.249097798149787
GSM2334078,1,67,0.650437247603585,0.0329207363827322,0.126796034090408,0.91456930634828,0.145513532950968,0.146901486766165,0.2487870222707,0.267438658638324
GSM2334079,0,48,0.65625661713362,0.0350132023277227,0.132503451940766,0.885673920051353,0.16177488796008,0.123813260414885,0.216531548024878,0.305681737104636
GSM2334080,1,39,0.526952530448732,0.0255666894543362,0.0994166861150909,0.93280287030744,0.0980377507699932,0.14704193302404,0.234440427082863,0.202563284073335
GSM2334081,0,37,0.53414318362471,0.0324593151561309,0.123563589460404,0.921465711507585,0.123034327837212,0.138249134605536,0.254569744153144,0.210788122942634
GSM2334082,0,30,0.581135812886907,0.0273696556479829,0.0925732661077212,0.903991749765261,0.0951340345758267,0.113184307577497,0.248392547634615,0.202145696771517
GSM2334083,0,39,0.544779540055017,0.0384202021533031,0.10046987475807,0.913074087281579,0.0698290099474627,0.0887288209910451,0.232507426752463,0.213146384028214
GSM2334084,1,72,0.5659454890869,0.0365389089859052,0.0985023074987702,0.911274542714782,0.219864426568255,0.127266696448171,0.28728909967961,0.320906772775992
GSM2334085,1,86,0.523809200148502,0.0417219577790608,0.0941760050619168,0.897153862418192,0.147228999584868,0.130817790234741,0.284975067186698,0.259276477054015
GSM2334086,1,59,0.612688190521357,0.0280441799721182,0.17183802205059,0.914960659190382,0.225208604439226,0.153210976248419,0.304447687677506,0.317320219014718
GSM2334087,0,76,0.6752194009701,0.0374481552489304,0.0833543635172523,0.88134732471566,0.0927926566261696,0.140725215046274,0.276117585687569,0.253329907524921
